"","Fold Change","log2(FC)"
"646.86_886.7962m/z",1.0737,0.10263
"426.13_772.5857m/z",0.93134,-0.10262
"192.75_365.3204m/z",0.93135,-0.1026
"417.13_829.6166m/z",0.9314,-0.10252
"425.9_1222.4712m/z",0.93145,-0.10245
"482.72_630.6167m/z",0.93153,-0.10233
"634.31_917.8576m/z",0.93157,-0.10226
"347.2_762.5281m/z",0.93158,-0.10225
"SM(d16:1/22:0)",0.93159,-0.10224
"648.46_935.7972m/z",0.93159,-0.10224
"213.06_649.5149m/z",1.0734,0.10219
"Glycerol",0.93166,-0.10212
"81.87_432.2248m/z",1.0733,0.10205
"81.87_428.1957m/z",1.0733,0.10199
"602.26_929.7791m/z",0.93181,-0.10189
"601.81_889.7696m/z",1.0732,0.10187
"304.99_395.3675m/z",1.0732,0.10185
"496.52_1631.3981m/z",1.0731,0.10175
"92.6_1039.7552m/z",1.0731,0.10174
"294.85_676.5476m/z",1.073,0.10165
"376.97_792.5754m/z",1.073,0.10164
"89.4_645.9668m/z",1.073,0.10163
"359.07_719.5985m/z",1.0729,0.10157
"435.72_769.5527m/z",1.0729,0.10154
"413.25_840.6384m/z",1.0729,0.10153
"582.87_896.7621m/z",1.0729,0.10149
"305.22_393.3515m/z",1.0728,0.10143
"133.55_368.3398m/z",1.0728,0.10141
"195.94_417.3359m/z",1.0728,0.10138
"326.89_1171.4404m/z",1.0727,0.1013
"591.54_664.523m/z",0.93222,-0.10125
"465.38_772.6408m/z",1.0727,0.1012
"597.47_874.769m/z",0.93232,-0.10111
"294.85_677.5508m/z",1.0726,0.10108
"425.9_849.6305m/z",0.93234,-0.10107
"170.51_489.3562m/z",1.0725,0.10104
"447.81_840.6503m/z",1.0725,0.10102
"PC(16:0/20:4)_3",0.93241,-0.10096
"337.85_432.3875m/z",1.0725,0.10095
"357.01_784.5773m/z",0.93243,-0.10093
"496.52_797.6908m/z",1.0725,0.10093
"104.46_906.6734m/z",1.0725,0.10093
"90.77_244.1376m/z",1.0724,0.1009
"388.15_904.5363m/z",1.0724,0.10082
"509.06_666.6379m/z",1.0724,0.10078
"478.61_437.1761m/z",1.0723,0.10077
"346.29_864.6241m/z",0.93258,-0.10071
"496.52_393.3929m/z",1.0722,0.10063
"410.05_843.6028m/z",1.0722,0.10063
"195.94_617.4745m/z",0.93269,-0.10053
"387.92_760.4589m/z",1.0721,0.10047
"496.52_814.6892m/z",1.0721,0.10047
"336.25_725.5581m/z",1.0721,0.10042
"357.24_782.5708m/z",0.93278,-0.10039
"173.93_561.4119m/z",1.072,0.10036
"500.39_646.6135m/z",1.072,0.10029
"572.83_660.5458m/z",1.072,0.10027
"389.97_816.6308m/z",1.0719,0.1002
"90.77_245.1446m/z",1.0719,0.10011
"431.61_883.6222m/z",0.93301,-0.10003
"583.78_887.7528m/z",1.0718,0.10002
"451.0_895.6306m/z",0.93304,-0.099987
"151.57_280.2357m/z",1.0717,0.099928
"409.83_631.558m/z",0.93311,-0.099888
"375.83_750.537m/z",0.93318,-0.099769
"407.09_752.5595m/z",1.0716,0.099759
"369.9_787.5966m/z",0.93328,-0.099626
"353.59_502.4982m/z",0.93329,-0.099602
"336.71_1449.1336m/z",1.0715,0.099596
"100.13_560.3353m/z",1.0715,0.099587
"263.59_698.5568m/z",1.0714,0.09951
"458.99_1195.5439m/z",1.0714,0.09944
"500.62_644.5978m/z",1.0714,0.099434
"413.25_854.6253m/z",1.0713,0.099304
"259.25_394.3221m/z",0.9335,-0.099281
"489.21_861.7022m/z",1.0712,0.099237
"426.13_983.558m/z",0.93353,-0.099235
"121.12_524.3619m/z",1.0712,0.099199
"436.17_601.5196m/z",0.93359,-0.09914
"357.24_783.5741m/z",0.9336,-0.099122
"53.48_1216.8377m/z",1.0711,0.099098
"401.84_404.8244m/z",0.93363,-0.099082
"629.75_1142.6314m/z",1.0711,0.099082
"H2TG",0.93364,-0.099061
"288.68_429.3729m/z",1.0711,0.099038
"208.49_278.2237m/z",0.93366,-0.099034
"509.06_667.6413m/z",0.93368,-0.099002
"394.31_772.5247m/z",0.93369,-0.098986
"608.99_917.7047m/z",0.93374,-0.098907
"52.56_639.4452m/z",1.0709,0.098835
"378.34_1476.1439m/z",0.93379,-0.098823
"426.13_884.5783m/z",0.93381,-0.098797
"74.57_682.4826m/z",0.93381,-0.098797
"458.3_158.9749m/z",0.9339,-0.098667
"LPA(18:1/0:0)",0.93393,-0.098615
"487.62_538.4524m/z",0.93399,-0.098528
"369.78_786.5929m/z",1.0707,0.098502
"106.06_226.0847m/z",0.93405,-0.098431
"478.84_783.6748m/z",1.0706,0.098354
"638.65_867.8398m/z",0.93412,-0.098316
"436.86_866.6564m/z",1.0705,0.098251
"SM(d32:1);  SM(d16:1/16:0) | SM(d18:1/14:0)",1.0704,0.09817
"400.93_862.6342m/z",0.93422,-0.098159
"171.19_596.4721m/z",0.93425,-0.098114
"PI(38:5); PI(18:1/20:4)_2|PI(18:/20:5)",0.93429,-0.098061
"133.55_364.311m/z",1.0703,0.098047
"185.22_516.3786m/z",0.9343,-0.098041
"348.34_736.5707m/z",0.93433,-0.097999
"346.74_806.7885m/z",0.9344,-0.097884
"114.73_570.3562m/z",1.0702,0.097883
"377.43_765.561m/z",1.0701,0.097766
"459.22_956.6307m/z",1.0701,0.097749
"422.37_838.6338m/z",1.0701,0.097723
"336.25_125.0004m/z",1.07,0.097595
"441.88_783.638m/z",0.93462,-0.097556
"364.19_866.5909m/z",0.93464,-0.09752
"328.26_774.5571m/z",1.0699,0.097501
"384.04_630.6193m/z",0.9347,-0.097422
"464.24_619.5283m/z",0.9347,-0.097417
"496.52_817.7083m/z",1.0698,0.097357
"271.8_662.5305m/z",1.0698,0.097301
"397.5_772.576m/z",1.0696,0.097104
"LPC(20:4/0:0)",1.0696,0.097048
"585.61_1001.7921m/z",1.0696,0.097046
"478.84_818.6815m/z",1.0696,0.097028
"315.94_364.258m/z",1.0694,0.096826
"426.82_1050.5168m/z",1.0693,0.09671
"51.42_558.4222m/z",1.0693,0.096665
"253.09_646.4997m/z",1.0692,0.096493
"466.52_757.5944m/z",1.0692,0.096482
"460.81_771.6651m/z",1.0691,0.096407
"214.2_569.4299m/z",0.93545,-0.096268
"436.17_642.5149m/z",0.93549,-0.096205
"400.92_893.6205m/z",1.069,0.096197
"402.29_779.5988m/z",0.9355,-0.096195
"335.56_1017.4712m/z",0.9355,-0.096192
"Octenoylcarnitine CAR(8:1)",1.0688,0.096024
"48.45_646.4743m/z",1.0688,0.096018
"470.17_437.1761m/z",1.0688,0.095949
"432.29_802.6497m/z",1.0687,0.095903
"SulfoHexCer(d18:1/22:0(OH))",1.0687,0.095854
"294.85_675.5439m/z",1.0687,0.095828
"367.85_746.5709m/z",1.0686,0.095754
"150.2_361.2882m/z",0.93581,-0.095715
"101.95_1096.7935m/z",1.0685,0.09565
"399.56_1560.1971m/z",1.0685,0.095616
"54.39_938.6638m/z",1.0685,0.095569
"545.91_676.594m/z",1.0685,0.095546
"510.89_543.4883m/z",0.93596,-0.095481
"646.4_606.5511m/z",0.93598,-0.095451
"150.43_368.3399m/z",0.93601,-0.095408
"496.52_837.6838m/z",1.0683,0.09529
"230.85_381.3152m/z",1.0682,0.095189
"373.78_625.5202m/z",1.0682,0.095139
"301.92_761.5713m/z",0.93628,-0.094993
"384.04_631.6227m/z",0.9363,-0.094963
"614.24_175.1485m/z",0.93638,-0.09483
"77.99_543.3981m/z",0.93639,-0.09482
"347.2_765.5374m/z",0.93641,-0.094788
"590.85_359.273m/z",1.0679,0.094773
"595.42_685.5522m/z",1.0679,0.09477
"272.03_661.5283m/z",1.0678,0.094626
"81.87_711.5031m/z",1.0678,0.094591
"356.33_864.5682m/z",0.93659,-0.094513
"407.09_591.535m/z",1.0676,0.094335
"411.65_855.6584m/z",1.0676,0.094318
"394.31_773.5266m/z",0.93676,-0.094245
"620.62_881.7029m/z",1.0675,0.094243
"270.43_622.7833m/z",1.0675,0.094202
"Cer(d42:3); Cer(d18:2/24:1)| Cer(d18:1/24:2)",1.0675,0.094193
"461.5_604.6032m/z",1.0674,0.094166
"63.85_538.351m/z",0.93685,-0.094118
"496.52_816.705m/z",1.0674,0.094094
"473.59_662.6089m/z",1.0674,0.094047
"394.08_307.3006m/z",1.0673,0.093991
"634.08_1077.9334m/z",0.93696,-0.093942
"90.77_590.2842m/z",1.0672,0.093817
"51.42_559.4248m/z",1.0672,0.093801
"388.15_765.6045m/z",0.93705,-0.093799
"368.07_914.5837m/z",1.0671,0.093753
"629.52_858.765m/z",0.93709,-0.09374
"460.81_994.7187m/z",0.93712,-0.093689
"78.22_422.3281m/z",1.0671,0.093657
"58.49_426.3428m/z",0.93716,-0.09363
"315.94_727.5046m/z",1.067,0.093516
"206.44_652.5344m/z",0.93732,-0.093393
"49.82_603.4509m/z",1.0669,0.093389
"51.42_793.572m/z",1.0669,0.093376
"336.94_520.5096m/z",1.0668,0.093323
"Leucine",1.0668,0.093296
"326.67_883.5337m/z",1.0668,0.093274
"624.5_599.5037m/z",1.0667,0.093192
"59.18_1042.7359m/z",0.93747,-0.093157
"397.5_1631.1992m/z",0.93748,-0.093147
"330.77_1120.6377m/z",1.0666,0.092959
"121.12_523.3593m/z",1.0664,0.092682
"425.68_428.8218m/z",1.0663,0.09264
"397.5_771.5731m/z",1.0663,0.092634
"436.63_910.594m/z",1.0663,0.092612
"57.35_851.6117m/z",1.0663,0.092599
"195.71_592.4664m/z",0.93785,-0.092571
"478.84_800.6726m/z",1.0662,0.092543
"507.24_268.2186m/z",0.93788,-0.092526
"350.62_775.5948m/z",1.0662,0.092503
"435.72_337.2759m/z",0.93795,-0.092424
"429.1_728.5601m/z",1.0661,0.092293
"Hydroxytetradecanoylcarnitine CAR(14:0-OH)",0.93804,-0.092277
"207.12_574.4561m/z",0.93805,-0.09226
"596.33_930.7905m/z",1.066,0.092259
"389.97_815.6274m/z",1.066,0.09221
"87.58_763.0392m/z",1.0659,0.092089
"546.14_356.3246m/z",1.0659,0.092028
"516.82_856.7163m/z",1.0658,0.091934
"430.7_1622.3322m/z",1.0658,0.091873
"399.56_1585.2137m/z",1.0657,0.091814
"464.01_696.5979m/z",0.93835,-0.091797
"315.03_423.1604m/z",1.0657,0.091742
"58.04_1319.9091m/z",0.93845,-0.091648
"451.0_783.6381m/z",0.93846,-0.091636
"360.89_690.5419m/z",0.93848,-0.091602
"588.57_607.3911m/z",0.93849,-0.091583
"426.82_761.6443m/z",0.9386,-0.091415
"426.59_781.6207m/z",0.93861,-0.091403
"MG(18:1)_2",0.93873,-0.091211
"335.56_1018.4747m/z",0.93875,-0.09118
"472.91_625.5777m/z",1.0652,0.091095
"295.07_493.3409m/z",1.0652,0.091073
"354.5_835.5973m/z",0.93883,-0.091071
"430.01_814.6363m/z",1.0651,0.09104
"269.97_539.3254m/z",0.93887,-0.09101
"64.76_910.6541m/z",1.0651,0.090975
"96.93_483.3277m/z",0.9389,-0.090955
"458.53_1008.6253m/z",0.93892,-0.090928
"406.4_744.5447m/z",1.065,0.090912
"641.84_912.8755m/z",1.065,0.090899
"425.9_428.3195m/z",1.065,0.090813
"496.52_800.6982m/z",1.0649,0.09076
"301.92_884.5373m/z",0.93906,-0.090706
"408.23_803.6007m/z",0.93907,-0.090695
"436.17_874.6691m/z",1.0647,0.090455
"174.16_647.4989m/z",1.0646,0.090363
"LPC(22:5/0:0)_2",1.0646,0.09029
"496.52_815.7014m/z",1.0646,0.090287
"660.32_665.4602m/z",0.93935,-0.090264
"326.67_865.5241m/z",1.0645,0.090218
"354.05_742.5746m/z",0.93941,-0.090167
"400.47_894.6225m/z",1.0645,0.090163
"478.84_943.627m/z",0.93947,-0.090077
"133.55_365.3202m/z",1.0644,0.090055
"362.26_729.5912m/z",1.0643,0.089972
"325.98_800.581m/z",1.0643,0.089943
"SM(d18:1/24:0)",1.0643,0.08992
"359.29_717.5923m/z",1.0643,0.089915
"396.82_1581.2069m/z",1.0643,0.08984
"426.82_931.5644m/z",1.0642,0.089837
"393.85_265.2539m/z",1.0642,0.089732
"348.11_876.5791m/z",1.0641,0.089591
"663.06_957.8691m/z",0.93979,-0.089585
"369.44_842.6336m/z",1.0641,0.089573
"100.13_540.3097m/z",1.064,0.089528
"383.36_874.6068m/z",0.93989,-0.089442
"391.57_862.629m/z",1.0639,0.089411
"430.24_1126.5674m/z",0.93993,-0.089371
"100.36_640.3006m/z",0.94001,-0.089257
"121.35_506.352m/z",1.0638,0.089245
"82.79_534.3191m/z",0.94003,-0.089216
"623.13_887.791m/z",1.0637,0.089061
"138.34_526.3774m/z",0.94014,-0.089055
"269.06_684.5668m/z",0.94015,-0.089038
"51.42_792.5695m/z",1.0637,0.089037
"55.53_470.3692m/z",1.0636,0.088993
"78.91_638.9582m/z",1.0636,0.088919
"353.36_382.2745m/z",0.94027,-0.088846
"397.28_832.5978m/z",1.0635,0.08881
"Cer(d18:2/22:0)",0.94045,-0.088574
"470.39_325.1836m/z",1.0633,0.088546
"377.88_786.5933m/z",0.94054,-0.088435
"100.36_658.3121m/z",1.0631,0.088325
"402.29_816.5518m/z",0.94066,-0.088248
"634.09_872.7725m/z",1.063,0.088208
"437.54_604.6019m/z",1.0629,0.088034
"478.84_817.6811m/z",1.0629,0.088015
"387.24_1629.2068m/z",0.94086,-0.08795
"582.87_916.6946m/z",1.0629,0.087949
"60.09_764.0291m/z",0.94096,-0.087788
"648.0_888.8032m/z",0.94098,-0.087758
"71.84_776.574m/z",1.0627,0.087723
"342.41_387.7561m/z",0.94108,-0.087605
"655.99_971.9318m/z",1.0626,0.087605
"150.43_367.3364m/z",0.94112,-0.087553
"59.41_806.5851m/z",1.0625,0.087505
"348.11_735.5638m/z",0.94119,-0.087435
"212.6_521.4196m/z",1.0624,0.087382
"422.37_839.6375m/z",1.0624,0.087375
"366.02_776.4235m/z",0.94124,-0.087365
"301.92_759.5652m/z",0.94128,-0.087307
"150.2_364.3119m/z",0.9413,-0.087276
"416.44_307.3005m/z",1.0623,0.08716
"71.15_1202.8448m/z",0.9414,-0.087115
"379.48_559.9487m/z",1.0622,0.087098
"336.71_1447.1262m/z",1.0622,0.087058
"459.1_816.6911m/z",1.0622,0.087028
"608.99_918.7081m/z",0.94149,-0.086984
"409.83_820.6228m/z",0.94154,-0.086901
"327.35_773.5531m/z",0.94156,-0.086881
"259.25_393.315m/z",0.94159,-0.086835
"259.25_397.3433m/z",0.94159,-0.08683
"478.84_799.6697m/z",1.062,0.086811
"184.53_419.3502m/z",1.062,0.086807
"184.99_446.3385m/z",0.94165,-0.086744
"247.16_381.3153m/z",1.062,0.08672
"460.13_1196.0492m/z",1.0619,0.086617
"200.73_677.3662m/z",0.94178,-0.086542
"633.4_629.5478m/z",0.9418,-0.0865
"589.71_660.5426m/z",0.94181,-0.086499
"173.93_421.3633m/z",1.0618,0.086476
"597.47_873.7653m/z",0.94184,-0.086453
"546.14_355.3213m/z",1.0617,0.086432
"80.73_835.6179m/z",1.0617,0.08643
"397.5_883.5659m/z",1.0617,0.086402
"334.88_1103.8386m/z",0.94195,-0.086282
"397.73_811.5079m/z",1.0616,0.086237
"629.52_880.7472m/z",0.94199,-0.086213
"326.67_623.5038m/z",1.0616,0.086206
"363.96_905.5502m/z",0.94204,-0.086138
"443.02_590.5856m/z",1.0615,0.086132
"660.32_663.4545m/z",1.0615,0.086096
"59.18_811.541m/z",0.94214,-0.085992
"61.23_767.5137m/z",0.94229,-0.085759
"606.71_925.7957m/z",0.94232,-0.085715
"337.39_488.4344m/z",1.0612,0.085669
"278.87_624.5075m/z",0.94236,-0.085651
"218.53_523.4346m/z",0.94239,-0.08561
"350.4_764.5988m/z",0.94251,-0.085426
"459.67_184.074m/z",1.061,0.085399
"425.22_604.5943m/z",1.0609,0.085328
"294.84_657.5334m/z",1.0609,0.085304
"402.07_239.2378m/z",0.94263,-0.085233
"629.52_879.7438m/z",0.94275,-0.085055
"134.23_398.2308m/z",1.0607,0.085043
"316.17_746.5343m/z",1.0607,0.085031
"494.0_424.8279m/z",1.0606,0.084939
"453.97_790.6334m/z",1.0605,0.084712
"100.13_544.3403m/z",1.0605,0.084696
"469.71_909.6463m/z",0.94299,-0.084692
"69.1_630.479m/z",1.0605,0.08469
"72.06_585.2695m/z",1.0603,0.084538
"301.92_749.552m/z",1.0601,0.084259
"264.73_397.3098m/z",0.94329,-0.084234
"48.68_1158.7941m/z",0.94329,-0.084228
"427.05_788.4941m/z",1.0601,0.084218
"299.64_858.5239m/z",0.9433,-0.084204
"351.99_911.5647m/z",0.94338,-0.084082
"373.55_626.5238m/z",0.9434,-0.084063
"346.97_184.074m/z",0.94343,-0.084016
"357.24_1541.1414m/z",0.94344,-0.083996
"546.36_101.9331m/z",0.94345,-0.083978
"334.2_833.5912m/z",0.94346,-0.08397
"422.37_840.6406m/z",1.0599,0.083967
"369.9_1047.4879m/z",1.0598,0.083839
"633.86_147.1172m/z",0.94359,-0.083773
"436.17_657.5008m/z",0.9436,-0.083746
"Octadecatrienoylcarnitine CAR(18:3)_1",1.0598,0.083739
"401.84_478.3289m/z",1.0597,0.083698
"473.82_628.603m/z",1.0597,0.083683
"337.85_433.3911m/z",1.0596,0.083582
"360.66_699.5806m/z",1.0596,0.083523
"447.12_851.6716m/z",1.0595,0.083443
"474.05_602.5875m/z",0.94384,-0.083391
"402.07_813.6213m/z",0.94388,-0.083331
"406.17_381.7564m/z",1.0594,0.083257
"420.55_760.6416m/z",0.94396,-0.083203
"150.43_458.2511m/z",0.94399,-0.08316
"173.25_456.4044m/z",1.0593,0.083048
"81.65_473.2274m/z",0.9441,-0.082992
"253.09_645.4971m/z",1.0592,0.082987
"61.0_763.5541m/z",0.94416,-0.082892
"L1PL",0.94417,-0.082874
"629.52_882.7541m/z",0.94429,-0.0827
"420.78_759.6386m/z",0.94429,-0.082692
"416.9_794.6072m/z",0.9443,-0.082685
"473.82_704.6192m/z",0.94437,-0.082574
"426.13_832.6069m/z",0.94438,-0.082559
"601.81_888.7658m/z",1.0589,0.082503
"406.4_769.5594m/z",0.94446,-0.082445
"77.99_543.898m/z",0.94446,-0.082437
"286.17_379.3358m/z",1.0588,0.082384
"50.74_1071.7449m/z",0.94456,-0.082282
"336.25_979.4332m/z",1.0586,0.082175
"356.1_1490.1233m/z",0.94467,-0.082113
"269.52_340.3569m/z",1.0585,0.082033
"419.41_387.7733m/z",1.0585,0.081963
"615.83_906.7567m/z",1.0584,0.081891
"103.55_250.1373m/z",1.0583,0.081814
"519.1_831.7082m/z",0.94492,-0.081738
"396.59_1580.2028m/z",1.0582,0.081647
"180.55_563.4277m/z",1.0581,0.081482
"256.97_384.3346m/z",1.0581,0.081461
"336.48_1388.1385m/z",1.0581,0.081434
"222.87_551.4243m/z",1.058,0.08137
"286.17_382.3552m/z",1.0579,0.081235
"401.84_932.5777m/z",0.94539,-0.081025
"329.17_822.4762m/z",0.94541,-0.080993
"333.51_402.7765m/z",1.0577,0.080981
"138.34_523.3596m/z",0.94544,-0.080948
"520.93_544.5005m/z",0.9455,-0.080853
"269.06_683.5648m/z",1.0576,0.080816
"429.56_796.623m/z",0.94556,-0.080756
"631.8_604.5383m/z",1.0575,0.080685
"72.75_704.4974m/z",0.94562,-0.080669
"660.78_928.772m/z",0.94564,-0.080641
"640.24_914.8189m/z",0.94573,-0.080499
"80.73_834.6156m/z",1.0574,0.080493
"509.29_646.6154m/z",0.94579,-0.080408
"315.03_828.4793m/z",0.94583,-0.080355
"138.34_522.356m/z",0.94593,-0.0802
"123.05_519.402m/z",0.94595,-0.080158
"270.66_558.4603m/z",1.0571,0.080139
"510.2_681.5615m/z",0.94597,-0.080128
"83.7_981.7124m/z",1.0571,0.080096
"337.39_502.4987m/z",1.0571,0.080063
"360.44_794.5948m/z",1.0571,0.080044
"627.01_1049.7165m/z",1.057,0.080031
"H2A1",0.94605,-0.080006
"110.85_653.3007m/z",1.0569,0.079876
"336.71_1448.13m/z",1.0569,0.079846
"74.8_923.6711m/z",1.0568,0.079743
"151.34_566.3823m/z",1.0568,0.079739
"55.53_471.3714m/z",0.94628,-0.079668
"77.99_1069.7643m/z",1.0567,0.079581
"359.52_792.5907m/z",1.0567,0.079567
"413.13_418.3052m/z",1.0567,0.079562
"242.03_294.2177m/z",0.94637,-0.079526
"N,N-Dimethylglycine",0.9464,-0.079471
"607.16_884.7717m/z",1.0566,0.079467
"64.53_814.5622m/z",0.94653,-0.07928
"Cer(d19:1/22:0)",0.94653,-0.079275
"288.0_882.5222m/z",0.94662,-0.079147
"614.24_369.4972m/z",1.0563,0.079083
"387.24_859.5559m/z",0.9468,-0.078863
"601.12_674.5942m/z",0.94681,-0.078847
"320.28_518.4932m/z",0.94686,-0.078772
"79.14_660.4774m/z",0.94687,-0.078767
"422.37_861.62m/z",1.0561,0.078717
"508.15_829.7159m/z",1.056,0.07858
"390.2_818.6082m/z",1.056,0.078573
"315.71_507.497m/z",1.0559,0.078462
"588.8_936.7294m/z",0.94707,-0.078451
"150.2_359.2728m/z",0.94712,-0.078379
"301.92_746.5522m/z",0.94717,-0.078304
"442.56_617.6062m/z",0.94719,-0.078275
"342.18_654.5542m/z",0.94729,-0.078118
"401.16_717.5613m/z",0.94731,-0.07809
"417.13_572.3365m/z",1.0556,0.07805
"500.85_605.6065m/z",0.94734,-0.07805
"74.8_732.5474m/z",1.0556,0.078046
"270.43_372.3624m/z",0.94735,-0.078036
"57.58_850.6113m/z",1.0555,0.077953
"406.4_768.556m/z",0.94741,-0.07794
"301.92_429.3723m/z",1.0555,0.077937
"460.13_791.6813m/z",1.0555,0.077909
"660.78_927.7696m/z",0.9475,-0.077799
"123.51_573.3761m/z",1.0554,0.077777
"120.66_271.6651m/z",0.94756,-0.077706
"59.41_529.381m/z",1.0553,0.077663
"315.71_506.4935m/z",1.0553,0.077599
"634.54_932.778m/z",0.94765,-0.077571
"363.74_886.6068m/z",1.0552,0.077567
"331.69_750.5643m/z",0.94766,-0.077553
"195.94_590.4507m/z",0.94774,-0.077434
"350.4_765.6021m/z",0.94776,-0.077404
"614.24_273.2585m/z",1.0551,0.077382
"365.79_819.6092m/z",0.94788,-0.077223
"207.35_573.451m/z",0.94795,-0.077118
"475.64_879.7044m/z",1.0549,0.077047
"397.5_847.614m/z",1.0547,0.076863
"616.52_912.7982m/z",0.94819,-0.076747
"353.13_415.7845m/z",1.0546,0.076691
"627.24_925.8069m/z",1.0545,0.076625
"337.39_489.4369m/z",1.0545,0.076572
"488.99_845.6858m/z",1.0545,0.076511
"TG(53:4)",1.0545,0.076498
"612.18_623.5041m/z",0.94836,-0.076489
"184.76_575.466m/z",1.0544,0.076434
"121.35_504.345m/z",1.0544,0.076367
"54.84_1172.8103m/z",1.0544,0.076357
"607.16_890.7309m/z",1.0543,0.076341
"425.68_429.8241m/z",1.0543,0.076332
"269.06_682.5622m/z",1.0543,0.076264
"L3PL",0.94854,-0.076213
"73.66_592.2638m/z",0.94863,-0.076078
"345.6_787.5963m/z",0.94864,-0.076074
"588.8_938.7452m/z",0.94865,-0.076051
"SM(d18:1/20:0)",0.94866,-0.076034
"401.16_746.6258m/z",1.0541,0.07602
"356.79_821.5294m/z",0.9487,-0.075981
"460.13_1195.0456m/z",1.054,0.075937
"471.54_645.6353m/z",1.054,0.075909
"301.92_745.5491m/z",0.94875,-0.075901
"633.86_219.2112m/z",0.94899,-0.075541
"49.82_602.4484m/z",1.0537,0.075532
"288.68_829.4866m/z",1.0537,0.075491
"497.66_844.6814m/z",1.0537,0.075412
"447.12_562.5545m/z",1.0536,0.075389
"387.69_1577.1759m/z",1.0536,0.075365
"364.88_834.6026m/z",0.94913,-0.075317
"646.98_903.7167m/z",1.0535,0.075223
"406.4_849.6213m/z",0.94922,-0.075192
"64.08_580.9167m/z",1.0535,0.075139
"459.22_955.6274m/z",1.0535,0.075132
"428.87_750.5422m/z",1.0534,0.075049
"388.15_876.5298m/z",0.94933,-0.07502
"L4TG",0.94944,-0.074853
"286.4_383.3604m/z",1.0533,0.074851
"369.44_788.598m/z",1.0532,0.074818
"376.51_855.5944m/z",0.94947,-0.074802
"326.21_730.539m/z",0.94954,-0.074694
"55.98_894.6377m/z",1.0531,0.07466
"326.67_911.5559m/z",0.94958,-0.074644
"648.92_950.7698m/z",0.94958,-0.074633
"512.03_645.637m/z",1.053,0.074561
"406.17_833.6105m/z",0.94965,-0.074532
"633.86_257.2271m/z",0.94969,-0.074475
"379.02_731.5005m/z",0.94973,-0.074415
"PE(18:0/20:4)",0.94983,-0.074258
"211.69_421.3638m/z",0.94984,-0.074247
"78.68_638.4564m/z",1.0527,0.074138
"350.4_763.5953m/z",0.94992,-0.074122
"257.2_381.3153m/z",0.94994,-0.074088
"631.57_861.7752m/z",1.0526,0.074016
"346.52_729.5916m/z",1.0526,0.074012
"121.35_540.3597m/z",1.0526,0.073991
"351.54_910.5564m/z",1.0526,0.07398
"111.53_548.3624m/z",0.95002,-0.073978
"611.5_870.6818m/z",1.0526,0.073959
"273.63_381.3148m/z",1.0526,0.073917
"230.85_379.2998m/z",0.9501,-0.073855
"450.77_858.6777m/z",0.9501,-0.073849
"57.58_1086.7624m/z",0.9501,-0.073842
"496.29_839.6922m/z",1.0525,0.073801
"152.71_516.3788m/z",0.95013,-0.0738
"603.86_805.7848m/z",0.95015,-0.073766
"269.52_1178.7139m/z",0.95016,-0.073757
"70.69_726.5086m/z",0.95016,-0.073754
"356.78_802.5597m/z",0.95021,-0.073681
"82.56_466.2935m/z",1.0524,0.073618
"377.2_795.58m/z",1.0523,0.073603
"469.71_797.6537m/z",0.95027,-0.073597
"297.81_424.3663m/z",1.0522,0.073429
"629.75_1120.6636m/z",1.0522,0.073416
"173.93_521.4191m/z",1.0522,0.073411
"436.4_693.5779m/z",0.95044,-0.073337
"397.28_1567.1966m/z",1.0521,0.073316
"520.93_545.504m/z",0.95046,-0.073305
"134.0_505.349m/z",0.95049,-0.073254
"429.1_729.5631m/z",1.052,0.073073
"346.52_730.5945m/z",1.0519,0.073039
"174.16_579.4732m/z",1.0519,0.073002
"301.92_797.521m/z",0.95071,-0.072917
"154.77_559.3973m/z",0.95078,-0.072821
"388.61_1530.1872m/z",1.0518,0.0728
"150.2_362.2969m/z",0.95082,-0.072754
"111.31_272.169m/z",1.0517,0.072736
"65.68_1332.9217m/z",1.0517,0.072677
"185.22_521.4182m/z",0.95093,-0.07259
"469.71_871.6904m/z",0.95099,-0.072492
"TG(54:3)",1.0515,0.072488
"415.53_733.5927m/z",0.95101,-0.07246
"392.49_781.6m/z",1.0515,0.072448
"496.52_816.0433m/z",1.0514,0.072345
"380.39_538.9423m/z",1.0513,0.072198
"500.17_598.5893m/z",1.0513,0.072177
"315.94_733.5481m/z",1.0512,0.072031
"DG(18:2/18:1)",0.95134,-0.071971
"57.35_855.5672m/z",0.95135,-0.071959
"111.31_272.6712m/z",1.0511,0.071887
"356.33_865.5714m/z",0.95141,-0.071857
"456.25_437.1761m/z",0.95149,-0.071738
"500.39_629.6057m/z",0.9515,-0.071727
"56.21_573.9088m/z",0.95151,-0.071707
"533.25_664.6248m/z",0.95152,-0.071696
"470.39_912.6635m/z",1.0509,0.071595
"634.08_899.7909m/z",1.0508,0.071543
"286.17_381.3518m/z",1.0508,0.071517
"379.25_530.5302m/z",1.0508,0.071438
"431.15_844.6625m/z",0.95174,-0.071363
"420.32_184.074m/z",1.0507,0.071352
"401.61_497.3442m/z",0.95175,-0.071352
"455.79_399.8007m/z",0.9518,-0.071266
"601.35_735.5145m/z",1.0506,0.071207
"335.79_881.5397m/z",0.95184,-0.071205
"326.67_909.5487m/z",0.95186,-0.071172
"442.79_553.4376m/z",1.0506,0.071161
"505.19_381.3157m/z",1.0505,0.071123
