"","Fold Change","log2(FC)"
"346.06_867.5858m/z",0.80426,-0.31427
"385.41_932.5698m/z",0.8043,-0.3142
"623.82_384.3717m/z",0.80431,-0.31418
"353.82_700.5745m/z",0.80431,-0.31418
"387.24_1628.2034m/z",0.80431,-0.31418
"357.13_1566.1497m/z",0.80433,-0.31414
"121.12_520.3399m/z",1.2433,0.31412
"341.95_781.5586m/z",0.80435,-0.3141
"PI(16:0/20:4)",1.2431,0.314
"121.35_554.345m/z",1.243,0.31382
"431.38_881.6156m/z",1.243,0.31377
"316.4_693.5281m/z",0.80455,-0.31374
"461.5_786.6568m/z",1.2429,0.31369
"86.44_572.4198m/z",1.2429,0.31366
"633.63_398.3867m/z",0.80461,-0.31363
"350.4_383.2675m/z",1.2428,0.31358
"396.59_871.6151m/z",1.2428,0.31357
"613.78_893.7025m/z",1.2428,0.31357
"610.81_861.7694m/z",0.80467,-0.31353
"289.6_858.5216m/z",1.2426,0.31338
"460.13_1177.0355m/z",1.2425,0.31329
"613.78_873.7753m/z",1.2425,0.31319
"116.33_455.2969m/z",0.80487,-0.31317
"221.5_580.4346m/z",1.2423,0.31296
"436.17_659.5079m/z",1.2422,0.3129
"459.22_1637.3327m/z",0.80503,-0.31289
"500.39_626.5853m/z",0.80506,-0.31283
"597.47_877.7197m/z",0.80522,-0.31254
"340.36_700.5642m/z",0.80523,-0.31253
"466.29_578.5828m/z",0.80524,-0.31251
"334.88_132.9229m/z",1.2419,0.3125
"597.47_876.7153m/z",0.80527,-0.31245
"308.41_589.4607m/z",1.2418,0.31242
"442.56_616.6032m/z",0.8053,-0.31241
"388.15_1013.4607m/z",1.2418,0.31239
"328.03_773.533m/z",1.2417,0.31231
"473.13_704.6673m/z",0.80537,-0.31227
"PE(16:0/18:2)",1.2416,0.31223
"269.97_505.4254m/z",1.2416,0.31218
"287.77_600.5058m/z",1.2416,0.31215
"455.11_849.658m/z",1.2413,0.31188
"470.17_835.6681m/z",1.2413,0.31182
"613.78_875.7824m/z",1.2412,0.31176
"459.22_855.6988m/z",1.241,0.31152
"289.6_857.5178m/z",1.2409,0.31139
"529.37_843.7306m/z",1.2408,0.3113
"305.22_393.3515m/z",0.80594,-0.31125
"304.99_396.371m/z",0.80595,-0.31124
"633.86_1019.95m/z",0.80602,-0.31111
"334.88_115.9202m/z",1.2407,0.3111
"366.48_716.5244m/z",1.2407,0.3111
"353.13_891.5939m/z",0.80603,-0.31109
"364.42_868.598m/z",1.2406,0.31108
"624.96_930.763m/z",1.2404,0.31083
"398.42_787.8217m/z",1.2404,0.3108
"307.27_613.5191m/z",1.2404,0.31077
"405.03_406.2893m/z",0.80637,-0.31049
"394.77_158.9749m/z",1.24,0.31037
"326.21_886.5507m/z",1.2397,0.31001
"PC(O-24:0/20:4)",1.2396,0.30991
"357.7_1539.1242m/z",1.2395,0.3098
"378.34_184.0739m/z",1.2395,0.3097
"496.52_799.6962m/z",1.2394,0.30964
"315.94_362.748m/z",1.2393,0.30958
"478.84_620.6239m/z",0.80697,-0.30942
"642.07_933.782m/z",0.80703,-0.3093
"387.92_1521.9066m/z",0.80706,-0.30925
"76.17_311.2227m/z",1.239,0.30916
"302.6_702.5631m/z",1.239,0.30912
"314.35_636.4973m/z",1.2389,0.30909
"112.45_595.3017m/z",0.80744,-0.30858
"72.06_640.1599m/z",0.80751,-0.30846
"469.94_392.3888m/z",1.2383,0.30834
"613.55_998.6882m/z",1.2383,0.30834
"121.12_539.3544m/z",1.2381,0.30812
"459.45_1222.0659m/z",1.238,0.30805
"72.06_597.235m/z",1.238,0.30804
"387.01_821.6271m/z",1.2379,0.30794
"551.15_862.7017m/z",1.2379,0.30789
"126.24_495.3277m/z",0.80783,-0.30787
"325.98_731.5442m/z",1.2378,0.30781
"110.96_654.3045m/z",0.80794,-0.30769
"632.49_921.7342m/z",1.2377,0.30768
"86.89_667.979m/z",1.2377,0.30766
"327.81_864.5596m/z",1.2377,0.30765
"302.6_500.4825m/z",1.2376,0.3076
"433.43_762.6561m/z",1.2376,0.30753
"316.17_360.733m/z",1.2376,0.30752
"94.2_849.6315m/z",1.2376,0.30749
"121.35_534.3202m/z",1.2375,0.30746
"373.32_568.3408m/z",0.80812,-0.30737
"377.88_868.6045m/z",1.2374,0.30734
"335.56_1017.4712m/z",1.2374,0.30733
"398.19_184.0742m/z",1.2374,0.30728
"496.52_606.469m/z",1.2374,0.30727
"121.12_258.6569m/z",1.2373,0.30722
"171.42_534.3896m/z",1.2371,0.30701
"332.83_903.5352m/z",1.237,0.30688
"406.4_610.5411m/z",1.2367,0.30654
"302.6_703.5659m/z",1.2367,0.30644
"387.46_1736.0796m/z",1.2366,0.30636
"121.35_514.2938m/z",1.2365,0.30629
"335.11_801.5431m/z",1.2365,0.30625
"56.9_412.3058m/z",1.2364,0.30619
"302.6_701.5597m/z",1.2364,0.30619
"382.9_851.5993m/z",1.2364,0.30613
"261.53_429.3731m/z",1.2363,0.30603
"55.76_896.6401m/z",1.2362,0.30589
"386.78_1604.1972m/z",0.80898,-0.30582
"622.91_878.7306m/z",0.80899,-0.3058
"396.37_726.5447m/z",1.2361,0.30579
"300.78_755.5426m/z",0.80903,-0.30574
"210.54_381.3148m/z",1.236,0.30571
"347.2_765.5374m/z",1.236,0.30568
"478.61_423.1605m/z",1.236,0.30566
"302.6_716.5405m/z",1.2359,0.30557
"338.3_911.5644m/z",1.2358,0.3055
"629.29_579.5268m/z",0.80926,-0.30532
"632.26_922.7375m/z",1.2357,0.30529
"51.42_563.377m/z",1.2357,0.30528
"627.47_973.6868m/z",0.80928,-0.30528
"349.71_542.3251m/z",0.80931,-0.30523
"90.77_495.3278m/z",1.2356,0.30522
"120.66_619.3205m/z",1.2355,0.30505
"469.94_1149.562m/z",1.2354,0.30502
"327.35_852.5157m/z",1.2354,0.30498
"426.13_886.5845m/z",1.2353,0.3049
"79.59_429.3028m/z",1.2352,0.30472
"390.89_769.5948m/z",0.80963,-0.30466
"644.81_880.8197m/z",0.8097,-0.30454
"222.87_567.4199m/z",1.2349,0.30436
"SM(d18:2/16:0)_1",1.2348,0.30422
"359.07_1550.1546m/z",1.2347,0.3041
"406.4_611.5444m/z",1.2346,0.30403
"335.56_1018.4747m/z",1.2346,0.30403
"421.69_799.6371m/z",1.2345,0.30398
"331.23_1047.6654m/z",1.2345,0.30395
"470.85_817.7062m/z",1.2345,0.30393
"620.62_866.731m/z",0.81011,-0.3038
"186.59_415.3569m/z",1.2344,0.30379
"581.96_725.5335m/z",0.81014,-0.30375
"461.27_1123.5469m/z",1.2343,0.30372
"119.52_441.2448m/z",1.2343,0.3037
"338.53_629.5506m/z",1.2343,0.30364
"LPC(O-18:1/0:0)_1",1.2342,0.30354
"381.31_771.6007m/z",1.2341,0.30348
"614.01_837.7361m/z",1.2341,0.30343
"325.98_606.5449m/z",1.234,0.30338
"155.22_435.262m/z",0.81039,-0.30332
"640.24_915.8221m/z",0.8104,-0.3033
"613.78_878.7313m/z",1.234,0.30329
"629.29_577.519m/z",0.81044,-0.30322
"501.08_784.6223m/z",1.2337,0.30295
"496.28_100.933m/z",1.2336,0.30286
"496.52_833.7022m/z",1.2335,0.30275
"533.02_668.6463m/z",0.81074,-0.30269
"613.78_872.7717m/z",1.2333,0.30254
"LPC(22:0/0:0)",1.2331,0.30234
"335.11_800.5399m/z",1.2329,0.30206
"639.56_973.7657m/z",0.81113,-0.30199
"338.19_431.3837m/z",1.2328,0.30197
"610.58_383.3673m/z",0.81117,-0.30193
"201.19_576.4717m/z",0.81124,-0.30179
"120.89_618.3171m/z",1.2327,0.30178
"594.73_846.7472m/z",0.81126,-0.30177
"420.78_757.6231m/z",1.2326,0.30176
"496.52_411.4025m/z",1.2326,0.30167
"158.19_505.3349m/z",1.2325,0.30155
"496.28_860.6934m/z",1.2324,0.30146
"412.34_846.6378m/z",0.81144,-0.30144
"388.61_1036.4445m/z",1.2323,0.30132
"356.33_1636.0897m/z",1.2322,0.30127
"384.73_833.5901m/z",1.2321,0.3011
"335.11_799.5363m/z",1.2318,0.30082
"594.5_845.7439m/z",0.81181,-0.30078
"331.0_1007.6726m/z",1.2317,0.30067
"323.7_413.2675m/z",0.81193,-0.30058
"321.19_434.3715m/z",1.2316,0.30057
"349.25_765.5601m/z",0.81193,-0.30057
"357.47_762.5832m/z",1.2316,0.30052
"336.71_746.5612m/z",1.2315,0.30036
"336.25_185.0772m/z",1.2314,0.30033
"335.34_688.5475m/z",1.2314,0.30026
"356.56_804.5663m/z",1.2313,0.30019
"632.26_923.7392m/z",1.2313,0.30016
"PC(O-24:0/18:2)",1.2312,0.30007
"170.28_395.3635m/z",0.81222,-0.30006
"533.02_633.6379m/z",0.81222,-0.30006
"353.82_380.2451m/z",0.81223,-0.30003
"305.22_390.33m/z",0.81238,-0.29978
"458.53_911.6525m/z",1.231,0.29977
"120.66_507.3281m/z",1.2309,0.29969
"253.32_567.4194m/z",1.2308,0.29964
"365.79_1545.1611m/z",1.2308,0.29962
"496.52_605.4655m/z",1.2307,0.29947
"357.7_759.0772m/z",1.2305,0.2992
"LDFC",1.2305,0.2992
"335.79_1487.148m/z",1.2304,0.29914
"419.86_743.6067m/z",1.2304,0.29911
"471.54_644.6319m/z",0.81275,-0.29911
"317.31_836.5372m/z",0.81281,-0.299
"396.82_836.6187m/z",0.81283,-0.29897
"473.59_804.6339m/z",0.81284,-0.29895
"561.88_661.6689m/z",0.81285,-0.29894
"579.45_926.7627m/z",1.2301,0.29879
"120.89_259.16m/z",1.2301,0.29872
"367.62_425.8007m/z",0.81313,-0.29844
"388.61_723.5003m/z",1.2297,0.29832
"449.41_816.6545m/z",1.2297,0.29832
"426.13_772.5857m/z",1.2297,0.2983
"SM(d18:2/24:1)",1.2297,0.29828
"660.78_926.7683m/z",0.81325,-0.29823
"496.28_1032.6228m/z",1.2295,0.29811
"391.34_864.6101m/z",0.81339,-0.29798
"PC(40:3)",1.2292,0.29774
"496.06_913.6684m/z",1.2292,0.29773
"287.77_867.4666m/z",1.2292,0.29766
"613.32_575.5038m/z",1.2291,0.29765
"356.56_793.5396m/z",1.2291,0.29758
"496.28_1391.4951m/z",1.229,0.29748
"508.84_866.7128m/z",1.2289,0.29743
"335.34_687.544m/z",1.2289,0.29738
"392.94_736.6314m/z",1.2288,0.29726
"407.32_777.6105m/z",0.81382,-0.29722
"72.06_599.2467m/z",0.81388,-0.29712
"289.6_859.5246m/z",1.2285,0.29695
"LDPL",1.2285,0.29689
"634.31_873.7756m/z",1.2284,0.29683
"458.3_116.9274m/z",1.228,0.29635
"398.19_185.0775m/z",1.228,0.29629
"121.35_521.3444m/z",1.228,0.29628
"431.15_769.6221m/z",1.228,0.29627
"478.84_785.6783m/z",1.2279,0.29614
"357.7_760.5767m/z",1.2278,0.2961
"328.72_1749.106m/z",1.2278,0.29604
"645.26_339.2903m/z",0.81458,-0.29588
"441.42_896.6351m/z",0.8146,-0.29584
"496.28_115.9201m/z",1.2276,0.29578
"478.38_474.3347m/z",1.2275,0.2957
"338.3_165.0926m/z",1.2274,0.29555
"642.53_1095.6598m/z",0.81478,-0.29552
"269.97_281.248m/z",1.2272,0.29543
"PC(16:0/18:2)",1.2272,0.29535
"387.92_864.5736m/z",1.2272,0.29532
"624.96_955.7758m/z",0.81495,-0.29521
"425.91_856.6452m/z",0.81496,-0.2952
"458.99_859.6795m/z",1.227,0.29519
"396.82_870.6137m/z",1.227,0.2951
"440.05_791.636m/z",1.2269,0.29501
"357.47_758.4426m/z",1.2268,0.29494
"388.61_1533.1891m/z",1.2268,0.29492
"356.78_1575.137m/z",1.2268,0.29489
"134.0_508.3766m/z",1.2268,0.29489
"364.65_626.5233m/z",1.2268,0.29487
"315.26_504.4778m/z",1.2267,0.29483
"627.47_853.7278m/z",0.81521,-0.29476
"390.89_768.5916m/z",0.81523,-0.29472
"627.47_1093.6445m/z",0.81525,-0.29469
"597.01_361.289m/z",1.2266,0.29468
"287.77_850.4627m/z",1.2265,0.29459
"104.46_906.6734m/z",1.2265,0.29452
"LPC(0:0/20:4)",1.2263,0.29428
"453.51_830.6101m/z",0.8155,-0.29424
"383.13_850.596m/z",1.2262,0.29423
"269.98_579.4506m/z",0.81555,-0.29415
"317.31_837.5399m/z",0.81557,-0.29411
"377.88_1506.1534m/z",1.2261,0.29407
"306.59_720.5183m/z",0.81561,-0.29405
"647.32_989.7771m/z",1.226,0.29397
"169.14_461.3256m/z",1.226,0.29396
"335.33_689.5505m/z",1.2259,0.29389
"350.4_429.3733m/z",1.2259,0.29388
"430.24_836.6191m/z",1.2259,0.29386
"92.14_1228.8733m/z",1.2259,0.29383
"119.52_440.2413m/z",1.2258,0.29373
"453.51_448.3247m/z",0.81585,-0.29362
"210.54_363.3053m/z",1.2256,0.29349
"LPC(0:0/16:1)",1.2255,0.29342
"597.47_891.6895m/z",0.81599,-0.29338
"432.52_801.6481m/z",1.2255,0.29334
"287.54_620.5009m/z",1.2254,0.29329
"384.04_809.5908m/z",1.2254,0.29325
"458.99_1663.348m/z",0.81617,-0.29305
"470.62_837.6807m/z",1.2252,0.29304
"514.31_904.7165m/z",0.81618,-0.29304
"220.58_395.3662m/z",0.81627,-0.29289
"460.13_788.0068m/z",1.225,0.29274
"512.03_645.637m/z",0.81639,-0.29267
"398.42_786.9386m/z",1.2248,0.2926
"385.41_598.5316m/z",1.2248,0.29259
"328.26_757.5581m/z",0.81646,-0.29255
"648.0_929.8383m/z",0.81646,-0.29254
"287.77_599.5037m/z",1.2247,0.29247
"316.17_361.7405m/z",1.2247,0.29238
"78.91_638.9582m/z",1.2246,0.29225
"361.35_892.6004m/z",1.2245,0.29218
"54.39_938.6638m/z",1.2245,0.29218
"496.28_911.6619m/z",1.2244,0.29212
"360.2_850.5951m/z",0.81674,-0.29206
"368.98_768.5541m/z",1.2241,0.29178
"344.69_914.5777m/z",0.81691,-0.29176
"358.84_788.5424m/z",0.81697,-0.29165
"645.49_604.539m/z",0.81708,-0.29144
"627.47_974.6902m/z",0.8171,-0.29142
"338.3_630.5544m/z",1.2237,0.29121
"353.36_758.578m/z",0.81726,-0.29113
"458.53_910.6495m/z",1.2235,0.29106
"120.66_506.3249m/z",1.2235,0.29104
"402.3_622.5563m/z",1.2235,0.29101
"627.47_854.7313m/z",0.81733,-0.29101
"354.73_889.5718m/z",0.81735,-0.29098
"387.92_789.0451m/z",0.81747,-0.29076
"556.86_750.629m/z",0.81755,-0.29062
"431.61_883.6222m/z",1.223,0.29041
"661.69_935.8061m/z",0.81767,-0.2904
"397.96_1578.2101m/z",1.2229,0.29031
"267.47_571.4504m/z",1.2229,0.29027
"388.6_653.4096m/z",1.2228,0.29019
"460.13_1178.0388m/z",1.2227,0.29009
"326.44_885.5463m/z",1.2227,0.29007
"409.14_1598.2143m/z",1.2227,0.29004
"81.87_456.2265m/z",1.2227,0.29003
"91.68_456.227m/z",1.2226,0.29
"354.96_881.5395m/z",1.2225,0.28984
"315.94_363.2515m/z",1.2225,0.28984
"613.78_877.7279m/z",1.2225,0.2898
"96.93_600.33m/z",0.81807,-0.2897
"629.52_1121.6637m/z",1.2224,0.28969
"640.24_919.7733m/z",0.81808,-0.28968
"316.4_692.5241m/z",0.81811,-0.28964
"430.01_441.8299m/z",0.81813,-0.2896
"347.2_791.5603m/z",1.2223,0.28955
"421.01_395.2847m/z",1.2222,0.28952
"TG(58:1)",1.2222,0.28949
"470.85_584.3102m/z",1.2222,0.28945
"281.84_687.5431m/z",1.2222,0.28944
"TPTG",0.81823,-0.28942
"120.66_618.3172m/z",1.2221,0.28939
"LPG(18:1/0:0)",1.2221,0.2893
"501.08_606.6116m/z",0.81832,-0.28927
"354.96_833.5908m/z",0.81832,-0.28926
"377.2_789.5692m/z",1.2219,0.28916
"442.56_617.6062m/z",0.81843,-0.28907
"432.52_778.656m/z",1.2218,0.28906
"459.22_1066.5574m/z",1.2218,0.28898
"174.16_278.2236m/z",1.2217,0.28883
"516.82_858.7212m/z",0.81861,-0.28875
"578.99_872.6893m/z",0.81861,-0.28875
"418.5_770.6034m/z",1.2215,0.28868
"Tetracosanoylcarnitine CAR(24:0)",1.2215,0.28867
"632.94_719.6335m/z",0.8187,-0.2886
"496.06_912.6653m/z",1.2214,0.28856
"181.46_432.3868m/z",1.2214,0.28851
"426.13_884.5783m/z",1.2214,0.28849
"357.7_759.5738m/z",1.2213,0.28838
"287.77_851.4715m/z",1.2213,0.28838
"458.53_909.6464m/z",1.2212,0.2883
"427.05_1578.2365m/z",0.81889,-0.28826
"357.7_759.3923m/z",1.2212,0.28824
"333.97_829.557m/z",1.2211,0.2882
"361.12_749.6143m/z",1.2211,0.28818
"379.02_828.578m/z",1.221,0.28808
"416.9_821.6103m/z",1.221,0.28807
"165.72_551.3583m/z",0.81901,-0.28805
"366.48_575.5044m/z",1.2209,0.28796
"287.77_856.5072m/z",1.2208,0.28786
"387.23_858.553m/z",1.2207,0.28776
"507.24_268.2186m/z",0.81928,-0.28757
"645.49_603.5356m/z",0.81933,-0.28748
"401.16_716.5566m/z",0.81939,-0.28738
"409.83_406.3027m/z",1.2204,0.28733
"642.52_937.7469m/z",0.81947,-0.28723
"406.17_833.6105m/z",0.8195,-0.28719
"381.31_906.6206m/z",1.2202,0.28712
"LDHD",1.2202,0.28708
"429.33_849.6572m/z",1.22,0.28692
"349.26_404.2866m/z",1.2199,0.28681
"121.12_517.3143m/z",1.2198,0.2867
"Hexacosatetraenoic acid FA(26:4)",1.2198,0.28667
"126.02_498.3462m/z",0.81979,-0.28667
"431.38_808.6403m/z",1.2198,0.28665
"366.47_132.9229m/z",1.2198,0.28659
"368.75_1099.484m/z",1.2197,0.28648
"121.35_518.3242m/z",1.2196,0.28644
"669.56_896.8809m/z",0.81995,-0.2864
"520.93_545.504m/z",1.2195,0.28624
"111.99_530.3027m/z",0.82017,-0.28601
"409.6_815.6281m/z",1.2193,0.286
"81.87_453.2038m/z",1.2192,0.28597
"407.2_738.5433m/z",0.8203,-0.28577
"409.6_813.6214m/z",1.219,0.28575
"608.99_774.2741m/z",1.219,0.28574
"314.57_474.2011m/z",1.219,0.28565
"402.07_563.5542m/z",0.82044,-0.28553
"L4PL",0.82044,-0.28553
"416.9_820.607m/z",1.2188,0.28551
"676.17_964.8409m/z",1.2187,0.28539
"516.82_669.6594m/z",1.2187,0.28532
"403.21_537.5258m/z",1.2186,0.28521
"402.29_816.5518m/z",1.2186,0.28518
"457.85_925.6543m/z",0.82075,-0.28499
"328.95_650.439m/z",0.8208,-0.2849
"520.93_339.3052m/z",1.2183,0.28481
"56.21_1128.784m/z",1.2183,0.28481
"278.87_623.504m/z",0.82086,-0.28479
"152.26_419.3511m/z",0.8209,-0.28472
"357.7_758.5706m/z",1.218,0.28456
"356.56_792.5362m/z",1.2179,0.2844
"271.57_368.3399m/z",1.2179,0.28438
"363.74_887.6093m/z",1.2177,0.28421
"Lactic acid",1.2177,0.28419
"425.68_427.8162m/z",0.82121,-0.28417
"594.5_828.717m/z",0.82123,-0.28414
"458.76_853.6774m/z",1.2176,0.28406
"374.23_404.2897m/z",1.2176,0.28404
"145.41_620.3334m/z",1.2176,0.284
"315.94_362.2439m/z",1.2175,0.28398
"480.21_539.4556m/z",0.82133,-0.28397
"500.62_520.4729m/z",1.2174,0.28385
"302.6_698.5336m/z",1.2174,0.28379
"288.46_595.4828m/z",1.2174,0.28378
"PC(20:3/20:4)",0.82149,-0.28369
"392.94_551.5597m/z",1.2173,0.28366
"191.72_491.3717m/z",0.82158,-0.28352
"384.04_1245.8235m/z",0.82159,-0.28351
"415.53_733.5927m/z",0.82162,-0.28346
"54.16_356.2801m/z",1.2171,0.28343
"357.47_761.5812m/z",1.2169,0.28317
"641.84_934.7858m/z",0.82178,-0.28317
"478.15_572.3101m/z",1.2167,0.283
"355.19_905.5498m/z",0.82198,-0.28282
"PI(18:0/20:3)_3",0.82204,-0.28272
"345.6_1120.4648m/z",0.82206,-0.28268
"387.92_1522.1749m/z",0.82207,-0.28267
"TG(50:4)",0.82211,-0.2826
"389.98_815.6645m/z",1.2163,0.28251
"160.7_529.3279m/z",0.82216,-0.2825
"320.96_521.5123m/z",1.2163,0.28245
"451.46_599.5868m/z",1.2162,0.28241
"336.25_857.4742m/z",1.2162,0.28235
"315.26_827.5028m/z",1.2161,0.2823
"288.46_596.481m/z",1.2161,0.2823
"258.34_512.4674m/z",1.2161,0.28221
"595.99_785.7582m/z",1.216,0.28215
"453.74_902.6924m/z",0.82247,-0.28196
"408.45_100.933m/z",1.2158,0.28193
"347.2_764.5346m/z",1.2157,0.2818
"394.54_752.5538m/z",1.2157,0.28179
"458.53_871.6901m/z",1.2155,0.28157
"424.99_801.6465m/z",1.2155,0.28154
"357.24_1545.1501m/z",1.2154,0.28149
"340.81_878.6234m/z",1.2154,0.28141
"458.53_873.697m/z",1.2153,0.28132
"81.87_460.2538m/z",1.2153,0.28128
"641.84_1052.7355m/z",0.82293,-0.28116
"346.29_115.9202m/z",0.82294,-0.28114
"213.06_545.416m/z",1.215,0.28101
"355.64_878.5313m/z",1.2149,0.28087
"387.92_1557.1979m/z",1.2149,0.28081
"408.91_550.3509m/z",1.2148,0.2807
"646.18_605.5453m/z",0.8232,-0.28068
"320.05_1285.762m/z",1.2147,0.28065
"72.29_378.2409m/z",1.2147,0.28063
"336.71_745.5584m/z",1.2147,0.2806
"496.52_813.6859m/z",1.2147,0.28057
"450.54_572.3096m/z",1.2147,0.28056
"120.66_566.3459m/z",1.2146,0.28044
"Leucine",1.2146,0.28044
"425.68_429.8241m/z",0.82335,-0.28043
"425.91_427.3115m/z",0.82338,-0.28038
"496.52_393.3929m/z",1.2143,0.28018
"397.73_1766.1281m/z",1.2143,0.2801
"329.18_884.5371m/z",1.2143,0.28007
"398.42_903.545m/z",1.2142,0.28002
"676.17_963.8372m/z",1.2141,0.27993
"458.53_1008.6253m/z",1.2141,0.27992
"134.0_509.3804m/z",1.2141,0.27991
"355.64_879.5348m/z",1.214,0.27971
"491.49_975.6637m/z",1.2139,0.2797
"303.17_501.4861m/z",1.2138,0.27951
"121.35_104.1075m/z",1.2138,0.27948
"409.6_814.6245m/z",1.2136,0.27927
"627.47_813.7334m/z",0.82411,-0.27909
"353.36_382.2745m/z",0.82418,-0.27896
"321.19_475.4187m/z",1.2133,0.27895
"340.59_710.5551m/z",1.2131,0.27869
"341.5_550.4174m/z",1.213,0.27855
"450.89_780.5924m/z",1.2129,0.27843
"458.53_872.6937m/z",1.2127,0.27823
"387.92_1520.1689m/z",0.82463,-0.27818
"407.09_766.5425m/z",1.2126,0.27814
"642.53_871.7178m/z",0.82468,-0.2781
"211.46_559.4712m/z",0.82474,-0.27798
"353.36_802.5954m/z",1.2125,0.27794
"546.13_693.5687m/z",1.2124,0.2779
"PI(34:1); PI(16:0/18:1)_2|PI(18:0/16:1)",0.8248,-0.27788
"431.38_829.6444m/z",1.2123,0.27779
"287.77_855.5013m/z",1.2123,0.27778
"67.5_771.0369m/z",1.2123,0.27773
"661.69_936.8095m/z",0.82497,-0.27759
"369.78_184.074m/z",1.212,0.27739
"323.47_414.2743m/z",0.82509,-0.27738
"426.13_832.6069m/z",1.212,0.27737
"347.2_763.5316m/z",1.2119,0.27729
"357.7_1516.9704m/z",1.2119,0.27729
"409.6_812.6178m/z",1.2119,0.27728
"647.09_1169.66m/z",1.2119,0.27727
"622.9_931.7669m/z",0.8253,-0.277
"111.99_409.1449m/z",1.2116,0.27696
"482.72_826.6732m/z",0.82541,-0.27682
"401.38_734.5715m/z",1.2112,0.27644
"431.84_604.5946m/z",1.2112,0.27643
"111.99_930.1953m/z",1.2111,0.27627
"392.94_550.5563m/z",1.2111,0.27626
"622.9_894.7106m/z",0.82577,-0.27618
"396.82_856.5986m/z",1.2109,0.27611
"425.9_428.3195m/z",0.82582,-0.2761
"390.2_734.5702m/z",1.2109,0.27609
"353.59_848.584m/z",0.82584,-0.27607
"253.32_568.4279m/z",1.2108,0.27596
"317.31_831.502m/z",1.2107,0.27589
"328.49_756.5549m/z",0.82603,-0.27574
"145.41_538.3512m/z",1.2106,0.27573
"315.26_687.5441m/z",1.2106,0.27571
"629.98_899.7122m/z",1.2106,0.27571
"629.29_580.5306m/z",0.82615,-0.27552
"131.04_277.2153m/z",0.82616,-0.2755
"PC(15:0/18:2)",1.2103,0.27535
"276.82_755.546m/z",1.2103,0.27535
"321.19_474.4183m/z",1.2102,0.27522
"345.6_1022.489m/z",0.82633,-0.27521
"387.92_1523.1786m/z",0.82634,-0.27519
"372.64_824.5828m/z",0.82638,-0.27512
"120.78_259.6631m/z",1.21,0.27504
"502.22_773.6537m/z",0.8265,-0.27492
"496.52_410.3991m/z",1.2099,0.27485
"363.74_886.6068m/z",1.2098,0.27481
"459.45_1223.0696m/z",1.2098,0.27474
"461.04_1003.5887m/z",1.2097,0.27471
"388.15_761.4087m/z",1.2097,0.27465
"335.79_1485.1416m/z",1.2097,0.2746
"V5FC",0.82678,-0.27442
"500.39_622.5531m/z",0.82679,-0.27441
"429.33_848.6546m/z",1.2094,0.27435
"330.77_844.6155m/z",1.2094,0.27429
"632.03_1025.7174m/z",1.2093,0.27418
"637.96_871.7739m/z",0.82706,-0.27393
"345.83_834.5931m/z",1.2089,0.27375
"90.77_510.3195m/z",1.2089,0.27364
"392.49_781.6m/z",0.82724,-0.27362
"78.45_688.5209m/z",1.2087,0.27349
"366.25_1566.1524m/z",1.2085,0.27323
"392.94_828.6111m/z",1.2085,0.27317
"410.97_771.6347m/z",1.2084,0.27307
"383.13_855.6963m/z",0.82757,-0.27304
"82.79_518.3246m/z",0.82761,-0.27298
"431.61_584.5757m/z",1.2083,0.27298
"520.93_544.5005m/z",1.2083,0.27297
"466.29_754.5751m/z",1.2082,0.27289
"Anhydrolutein I",1.2082,0.27285
"347.43_716.5226m/z",1.2081,0.27278
"370.58_473.3995m/z",1.208,0.27264
"597.7_995.6709m/z",0.82781,-0.27263
"620.62_865.7274m/z",0.82788,-0.27251
"630.43_860.7719m/z",0.828,-0.27229
"317.54_835.5335m/z",0.82803,-0.27225
"594.51_847.7501m/z",0.82803,-0.27224
"409.6_864.6401m/z",0.82803,-0.27224
"120.66_582.3673m/z",1.2076,0.27215
"624.96_1023.7016m/z",0.82813,-0.27207
"378.11_1545.1709m/z",1.2075,0.27197
"90.77_508.3039m/z",1.2074,0.2719
"556.86_749.6239m/z",0.82825,-0.27186
"416.22_309.3157m/z",0.82829,-0.27178
"151.34_566.3823m/z",1.2071,0.27157
"Hydroxytetradecanoylcarnitine CAR(14:0-OH)",0.82847,-0.27147
"426.59_848.5203m/z",0.82851,-0.27142
"357.47_1519.1482m/z",1.2069,0.27135
"347.2_762.5281m/z",1.2068,0.27123
"75.49_565.9113m/z",1.2067,0.27108
"594.5_850.6996m/z",0.82873,-0.27102
"PC(16:0/22:4)",1.2066,0.271
"381.3_803.599m/z",1.2066,0.27099
"381.53_790.5741m/z",1.2066,0.27094
"269.75_284.267m/z",1.2065,0.27087
"75.49_733.547m/z",1.2065,0.27085
"459.22_1205.0587m/z",1.2064,0.27076
"SulfoHexCer(d18:2/24:1)",1.2064,0.27071
"496.52_575.4546m/z",1.2064,0.27067
"372.18_642.5205m/z",1.2063,0.2706
"666.14_589.5561m/z",0.82899,-0.27057
"627.47_553.5101m/z",0.82909,-0.2704
"496.52_392.3892m/z",1.2061,0.27034
"222.41_519.4036m/z",1.206,0.27029
"430.7_811.6704m/z",1.206,0.27025
"598.38_429.373m/z",1.206,0.27017
"336.25_905.6819m/z",1.2059,0.27012
"287.77_852.478m/z",1.2059,0.27006
"430.7_812.6737m/z",1.2058,0.26996
"638.19_893.7588m/z",0.82937,-0.26992
"496.15_875.7127m/z",1.2057,0.2699
