"","Fold Change","log2(FC)"
"675.94_603.5354m/z",1.3766,0.46115
"TPA2",0.72642,-0.46112
"378.11_1544.1685m/z",0.72651,-0.46095
"226.06_433.3667m/z",1.3764,0.46094
"301.78_896.5038m/z",0.72672,-0.46054
"553.21_747.606m/z",0.72674,-0.46048
"413.25_415.283m/z",0.72677,-0.46044
"99.44_834.2372m/z",0.72683,-0.46031
"667.73_923.8042m/z",1.3758,0.46029
"387.01_890.5681m/z",0.72688,-0.46022
"214.2_568.4277m/z",0.72692,-0.46013
"458.3_1128.583m/z",0.72705,-0.45986
"674.12_909.8595m/z",1.3752,0.45962
"688.49_939.8372m/z",1.3751,0.45956
"PC(16:0/22:4)",0.7273,-0.45937
"335.56_1623.0637m/z",0.72736,-0.45927
"269.75_650.5313m/z",1.3748,0.45924
"L6AB",0.72749,-0.45899
"L6PN",0.72755,-0.45889
"Histidine",0.72758,-0.45883
"Zeaxanthin",0.7276,-0.45879
"605.11_639.5137m/z",0.72782,-0.45835
"PE(O-16:0/22:6)",0.72792,-0.45815
"415.76_386.2627m/z",1.3736,0.458
"335.34_920.4987m/z",0.72822,-0.45755
"496.28_873.706m/z",0.72828,-0.45743
"TBPN",0.72829,-0.45741
"TPAB",0.7283,-0.4574
"LPE(0:0/18:1)",0.72835,-0.4573
"353.82_796.5316m/z",0.72839,-0.45723
"430.24_1126.5674m/z",0.7284,-0.45721
"120.66_580.3615m/z",0.72841,-0.45718
"636.82_947.7498m/z",0.72841,-0.45718
"344.69_913.573m/z",0.72848,-0.45705
"634.31_843.7329m/z",1.3725,0.4568
"335.11_801.5431m/z",0.72865,-0.45669
"301.92_761.5713m/z",0.72876,-0.45648
"284.58_414.3471m/z",1.3719,0.45622
"301.69_895.5006m/z",0.72891,-0.45618
"409.83_821.627m/z",1.3719,0.45615
"422.37_838.6338m/z",0.72895,-0.45611
"Heptadecenoic acid FA(17:1)",0.72897,-0.45607
"L5PN",0.72899,-0.45604
"71.61_619.0038m/z",1.3718,0.45603
"L5AB",0.72901,-0.45599
"689.41_986.9126m/z",1.3716,0.45588
"75.94_238.1567m/z",1.3716,0.45586
"335.34_365.2177m/z",0.72908,-0.45584
"409.83_834.6008m/z",0.72918,-0.45565
"376.28_850.5951m/z",0.7294,-0.45522
"328.95_984.5201m/z",0.72948,-0.45506
"602.49_951.7438m/z",1.3706,0.45482
"286.17_380.3422m/z",1.3706,0.45481
"269.75_134.8941m/z",0.72971,-0.45461
"327.58_815.5628m/z",0.72974,-0.45455
"634.09_842.7308m/z",1.3702,0.45442
"631.57_861.7752m/z",1.3701,0.45432
"368.07_913.5802m/z",0.72991,-0.45421
"478.38_1137.5619m/z",0.72997,-0.45409
"458.3_874.6947m/z",0.73012,-0.4538
"269.97_1152.7064m/z",0.73023,-0.45358
"387.01_745.5574m/z",0.73029,-0.45345
"379.48_559.4465m/z",0.73032,-0.4534
"392.48_880.6084m/z",0.73033,-0.45339
"269.75_593.4776m/z",0.73041,-0.45323
"459.9_1069.696m/z",0.73044,-0.45316
"301.92_759.5652m/z",0.73051,-0.45303
"Glutamine",0.73053,-0.45297
"V4CH",0.73064,-0.45277
"124.42_479.2967m/z",0.73069,-0.45267
"345.37_761.4562m/z",0.73073,-0.45259
"335.11_800.5399m/z",0.73094,-0.45217
"426.13_1124.4943m/z",0.73107,-0.45193
"301.69_423.1605m/z",0.73107,-0.45191
"Eicosadienoic acid FA(20:2)",0.73116,-0.45175
"328.95_889.5631m/z",0.73122,-0.45162
"469.94_1149.562m/z",0.73126,-0.45155
"487.62_538.4524m/z",0.73126,-0.45155
"214.2_567.4193m/z",0.73133,-0.45142
"387.01_804.5755m/z",0.73138,-0.45131
"111.99_410.1479m/z",0.73141,-0.45124
"264.73_396.3009m/z",0.73143,-0.45121
"664.2_537.5242m/z",1.3665,0.45051
"335.11_799.5363m/z",0.73195,-0.45018
"665.22_563.5401m/z",1.3661,0.45011
"588.8_996.7946m/z",1.366,0.44991
"604.88_361.2892m/z",0.73209,-0.4499
"674.12_605.5508m/z",1.3655,0.44948
"335.34_1601.0815m/z",0.73238,-0.44933
"370.81_860.6186m/z",0.73242,-0.44926
"496.15_875.7127m/z",0.73244,-0.44923
"181.46_427.3569m/z",0.73249,-0.44911
"416.9_811.6074m/z",0.73249,-0.44911
"617.66_537.4872m/z",1.3649,0.44877
"156.82_461.3262m/z",0.73267,-0.44876
"478.38_899.6526m/z",0.73293,-0.44826
"396.14_822.505m/z",0.73294,-0.44823
"353.36_803.5993m/z",1.3643,0.44819
"346.06_905.5429m/z",0.73311,-0.44791
"674.12_913.8125m/z",1.364,0.44789
"328.49_961.4771m/z",0.73314,-0.44784
"151.34_577.2596m/z",0.7332,-0.44772
"440.73_871.6877m/z",0.73331,-0.44751
"376.74_818.6075m/z",1.3637,0.44747
"628.15_547.4733m/z",1.3634,0.44725
"674.12_608.5694m/z",1.3629,0.4467
"402.3_759.6193m/z",1.3629,0.4467
"602.72_968.7227m/z",1.3628,0.44656
"68.41_397.3104m/z",1.3628,0.44652
"200.62_588.4365m/z",0.73385,-0.44645
"328.83_985.4794m/z",0.73387,-0.4464
"430.24_1027.5882m/z",0.73387,-0.4464
"269.97_61.9882m/z",0.7339,-0.44635
"397.05_1647.2184m/z",0.73392,-0.44631
"151.11_580.2783m/z",0.73406,-0.44602
"387.23_858.553m/z",0.73407,-0.44602
"430.24_796.6411m/z",0.73407,-0.446
"588.8_814.6464m/z",1.3619,0.44557
"387.24_1618.1275m/z",0.73434,-0.44548
"540.32_659.6531m/z",1.3617,0.44545
"358.84_789.5451m/z",0.7344,-0.44537
"179.86_489.3563m/z",0.73455,-0.44508
"345.83_833.5902m/z",0.73454,-0.44508
"55.53_463.0784m/z",1.3613,0.44494
"368.98_978.5229m/z",0.73463,-0.44492
"376.97_718.5386m/z",0.73482,-0.44453
"335.34_747.5651m/z",0.73485,-0.44448
"H3TG",0.73486,-0.44446
"430.47_795.6376m/z",0.73488,-0.44442
"251.49_413.8009m/z",1.3607,0.44433
"618.57_949.8068m/z",1.3607,0.44431
"471.77_801.6847m/z",1.3607,0.4443
"366.47_132.9229m/z",0.73509,-0.44401
"455.79_399.8007m/z",1.3603,0.44398
"151.11_579.2753m/z",0.73516,-0.44387
"Cer(d19:1/22:0)",1.3599,0.44349
"345.37_760.4529m/z",0.73551,-0.44319
"352.91_568.5291m/z",1.3593,0.44283
"458.76_858.6771m/z",0.73576,-0.44269
"422.37_839.6375m/z",0.73576,-0.44269
"428.64_825.524m/z",0.73577,-0.44268
"TG(58:8)",1.3591,0.44265
"81.87_526.3142m/z",0.7358,-0.44261
"618.57_948.8034m/z",1.359,0.4425
"472.45_906.6421m/z",0.73587,-0.44247
"99.44_618.3075m/z",0.73591,-0.44239
"120.66_566.3459m/z",0.73592,-0.44237
"372.41_641.5151m/z",1.3587,0.44221
"294.62_278.2238m/z",1.3586,0.44215
"111.99_788.2552m/z",0.7361,-0.44203
"496.26_874.7096m/z",0.73613,-0.44198
"436.63_910.594m/z",0.73617,-0.44189
"383.58_715.5751m/z",0.7362,-0.44184
"479.29_537.4419m/z",1.3578,0.44128
"469.71_797.6537m/z",0.73652,-0.4412
"328.26_960.5207m/z",0.73652,-0.4412
"380.85_865.5574m/z",0.73658,-0.44109
"353.82_381.2542m/z",1.3576,0.44106
"250.12_393.3147m/z",1.3575,0.441
"426.13_1102.5123m/z",0.73663,-0.44099
"650.74_864.803m/z",1.3575,0.44093
"Dimethylsulfone",0.7367,-0.44084
"394.77_158.9749m/z",0.73685,-0.44056
"387.01_818.9338m/z",0.73689,-0.44049
"425.91_425.8003m/z",1.357,0.44047
"335.34_748.5682m/z",0.73702,-0.44022
"634.31_820.743m/z",1.3568,0.4402
"301.92_409.1448m/z",0.7372,-0.43986
"315.03_789.5472m/z",0.73721,-0.43985
"391.8_585.5253m/z",1.3561,0.43949
"470.63_851.6734m/z",1.356,0.43937
"387.01_900.594m/z",0.73749,-0.43931
"460.58_772.6407m/z",0.73752,-0.43924
"171.42_534.3896m/z",0.73755,-0.43918
"339.44_959.5889m/z",0.73775,-0.43879
"365.56_116.9274m/z",0.73778,-0.43874
"461.04_1003.5887m/z",0.73783,-0.43864
"381.76_521.4569m/z",1.3553,0.4386
"339.9_860.6098m/z",0.73797,-0.43837
"383.81_116.9274m/z",0.73801,-0.43828
"605.34_366.3243m/z",0.73802,-0.43826
"387.23_857.5504m/z",0.73807,-0.43816
"328.49_1746.0868m/z",0.73855,-0.43723
"418.27_629.5502m/z",0.73861,-0.43711
"472.45_907.6454m/z",0.73862,-0.4371
"132.18_274.167m/z",1.3535,0.4367
"TG(58:9)_1",1.3535,0.43669
"387.01_821.5989m/z",0.73895,-0.43646
"460.13_883.6309m/z",0.73909,-0.43618
"409.6_811.6071m/z",0.73915,-0.43607
"335.34_1503.1052m/z",0.73918,-0.436
"458.53_873.697m/z",0.73919,-0.43598
"120.66_716.294m/z",0.73921,-0.43595
"436.63_872.6388m/z",0.73923,-0.4359
"409.83_835.605m/z",0.73931,-0.43576
"458.53_871.6901m/z",0.73938,-0.43561
"320.28_1323.7172m/z",0.73938,-0.43561
"335.11_763.5868m/z",0.7394,-0.43557
"412.34_846.6378m/z",1.3522,0.43526
"458.53_872.6937m/z",0.73966,-0.43506
"420.32_386.288m/z",1.3518,0.43492
"250.12_411.3255m/z",1.3518,0.43492
"430.24_1125.5639m/z",0.73976,-0.43487
"553.44_748.6131m/z",0.73978,-0.43482
"400.7_814.5341m/z",0.73981,-0.43478
"269.97_539.3254m/z",0.73984,-0.43472
"357.24_1545.1501m/z",0.74,-0.4344
"335.11_762.5837m/z",0.74006,-0.43429
"422.37_861.62m/z",0.74007,-0.43427
"458.3_1029.6037m/z",0.7402,-0.43402
"573.29_999.7754m/z",0.74032,-0.43377
"650.74_871.7595m/z",1.3506,0.43359
"347.2_763.5316m/z",0.7406,-0.43324
"422.37_841.6441m/z",0.7406,-0.43324
"335.34_1502.1016m/z",0.74066,-0.43312
"478.38_786.6571m/z",0.74067,-0.4331
"599.75_942.7071m/z",1.35,0.43292
"152.03_282.2799m/z",0.74086,-0.43273
"328.49_132.8673m/z",0.74087,-0.43271
"328.72_1751.1128m/z",0.74089,-0.43267
"618.57_953.7598m/z",1.3492,0.43214
"304.99_397.3747m/z",1.3492,0.43206
"304.99_395.3675m/z",1.3491,0.43195
"379.25_537.4319m/z",0.74126,-0.43195
"395.45_426.3039m/z",1.3489,0.43183
"633.86_955.7756m/z",1.3489,0.43182
"362.03_412.7926m/z",1.3489,0.43174
"151.8_279.2308m/z",0.74138,-0.43171
"458.3_158.9749m/z",0.74144,-0.43159
"223.32_435.2622m/z",1.3485,0.43139
"374.92_890.5977m/z",1.3485,0.43134
"345.6_826.5554m/z",0.74158,-0.43133
"405.49_407.7904m/z",1.3484,0.43127
"286.17_397.3462m/z",1.3484,0.43126
"479.3_536.4383m/z",1.3484,0.43122
"58.27_621.4187m/z",0.74169,-0.43112
"650.74_867.8111m/z",1.3482,0.43106
"460.58_831.6585m/z",0.74182,-0.43086
"356.56_744.5446m/z",0.74183,-0.43084
"427.27_100.933m/z",0.74185,-0.4308
"387.24_856.5468m/z",0.74187,-0.43076
"174.16_582.4054m/z",0.74191,-0.43068
"356.78_743.5418m/z",0.74195,-0.43061
"387.24_859.5559m/z",0.74195,-0.43061
"497.66_905.7169m/z",0.742,-0.43052
"195.71_593.4776m/z",0.74203,-0.43045
"605.34_641.5281m/z",0.74203,-0.43045
"293.93_660.5161m/z",0.74206,-0.4304
"461.04_1101.5645m/z",0.74206,-0.43038
"356.1_867.5924m/z",0.74207,-0.43037
"430.47_907.6307m/z",0.7421,-0.43032
"298.04_423.3622m/z",0.74211,-0.4303
"368.76_1098.4806m/z",0.74231,-0.42991
"159.78_475.2889m/z",0.74232,-0.42989
"396.82_724.5278m/z",0.74232,-0.42988
"304.99_396.371m/z",1.3471,0.42982
"688.49_940.8407m/z",1.3471,0.4298
"442.1_423.1605m/z",0.74252,-0.4295
"605.11_363.305m/z",0.74252,-0.4295
"469.71_909.6463m/z",0.74264,-0.42926
"473.59_843.6752m/z",0.74268,-0.42919
"356.78_742.5386m/z",0.74273,-0.4291
"409.83_820.6228m/z",1.3463,0.42896
"347.2_764.5346m/z",0.74287,-0.42882
"265.87_278.2234m/z",1.3461,0.42878
"347.2_790.557m/z",0.7429,-0.42875
"402.3_623.5043m/z",0.74295,-0.42867
"413.48_523.4722m/z",1.3458,0.42847
"643.44_549.4887m/z",1.3455,0.42816
"269.97_100.933m/z",0.74329,-0.428
"326.44_792.5552m/z",1.3454,0.42799
"581.04_868.7402m/z",1.3453,0.42793
"585.83_946.7789m/z",1.3453,0.4279
"464.46_934.6887m/z",0.74343,-0.42772
"465.15_846.6782m/z",0.74345,-0.42769
"168.68_468.3771m/z",0.74349,-0.42761
"650.74_566.5232m/z",1.345,0.4276
"62.25_358.2957m/z",1.345,0.42758
"335.79_737.5343m/z",0.74354,-0.42752
"597.01_900.7161m/z",1.3447,0.42728
"99.44_505.3126m/z",0.7438,-0.42701
"345.83_832.5865m/z",0.74383,-0.42696
"618.57_955.7698m/z",1.344,0.4265
"387.01_852.6116m/z",0.7441,-0.42642
"568.95_841.7104m/z",1.3437,0.42619
"313.43_884.5395m/z",0.74426,-0.42612
"301.92_760.5684m/z",0.7443,-0.42604
"478.38_1017.6041m/z",0.74431,-0.42603
"348.34_736.5707m/z",0.7444,-0.42585
"633.63_950.8192m/z",1.3433,0.42575
"424.53_883.6225m/z",0.7445,-0.42566
"293.93_719.5337m/z",0.74459,-0.42548
"364.42_868.598m/z",0.74459,-0.42547
"371.04_920.6127m/z",1.3429,0.42539
"335.34_749.571m/z",0.74473,-0.42522
"250.12_395.331m/z",1.3425,0.42495
"517.05_552.4905m/z",1.3423,0.42471
"269.97_101.9332m/z",0.74502,-0.42465
"368.07_914.5837m/z",0.74506,-0.42457
"H4A1",0.7451,-0.4245
"591.54_821.7343m/z",1.3421,0.42447
"359.75_889.5798m/z",0.7452,-0.42429
"387.01_746.5601m/z",0.74532,-0.42407
"387.01_819.5942m/z",0.74537,-0.42398
"387.24_1715.101m/z",0.74542,-0.42388
"395.22_428.3162m/z",1.3415,0.42382
"387.01_818.5906m/z",0.74547,-0.42377
"327.58_859.5334m/z",0.74555,-0.42363
"428.87_728.5514m/z",0.74562,-0.42349
"413.13_418.3052m/z",0.74563,-0.42347
"214.2_284.2135m/z",0.74564,-0.42345
"387.46_1736.0796m/z",0.7457,-0.42334
"387.01_820.5975m/z",0.74585,-0.42305
"473.59_842.672m/z",0.7459,-0.42295
"365.79_808.4702m/z",0.74592,-0.42291
"644.12_979.8539m/z",1.3406,0.42291
"330.77_1120.6377m/z",0.74593,-0.4229
"218.07_324.3269m/z",0.74599,-0.42278
"426.13_773.5887m/z",0.74614,-0.42249
"383.59_810.4925m/z",0.74622,-0.42233
"269.97_159.9757m/z",0.74623,-0.4223
"H4PL",0.74631,-0.42215
"114.73_570.3562m/z",0.74637,-0.42204
"Myristic acid FA(14:0)",0.74645,-0.42189
"326.44_793.5584m/z",1.3396,0.42178
"478.61_423.1605m/z",0.74659,-0.42161
"648.69_893.7607m/z",1.3394,0.4216
"270.89_573.4862m/z",0.74662,-0.42155
"327.58_860.5371m/z",0.74664,-0.42151
"LDCH",0.74664,-0.42151
"469.48_586.3256m/z",0.74675,-0.42131
"376.97_831.5326m/z",0.74687,-0.42108
"376.51_855.5944m/z",0.74689,-0.42104
"115.19_544.3398m/z",0.74689,-0.42103
"654.39_916.8346m/z",1.3388,0.42091
"356.78_803.5632m/z",0.74714,-0.42054
"422.6_854.6288m/z",0.74714,-0.42054
"386.78_1668.1988m/z",1.3383,0.42045
"99.44_580.3518m/z",0.74728,-0.42029
"351.54_718.5938m/z",1.3377,0.41974
"588.8_937.7403m/z",0.74758,-0.41971
"520.93_543.4899m/z",0.74758,-0.4197
"507.92_910.6636m/z",0.74768,-0.41952
"605.34_643.5414m/z",0.74775,-0.41937
"650.74_869.7586m/z",1.3371,0.41915
"512.48_720.65m/z",1.3371,0.41912
"PI(36:2); PI(18:0/18:2)|PI(18:1/18:1)",0.7479,-0.41909
"354.5_787.5122m/z",1.3369,0.41891
"508.15_437.1761m/z",0.74806,-0.41878
"LDHD",0.74816,-0.41859
"114.73_571.3597m/z",0.7482,-0.4185
"377.66_1501.146m/z",0.74827,-0.41837
"456.71_200.8583m/z",0.74839,-0.41814
"305.22_552.5064m/z",0.74839,-0.41814
"133.55_506.3605m/z",0.7484,-0.41812
"430.24_908.6344m/z",0.74853,-0.41786
"606.7_909.7742m/z",1.3359,0.41786
"386.78_1671.209m/z",1.3358,0.41774
"448.95_682.6339m/z",1.3358,0.41769
"335.34_1465.1493m/z",0.74882,-0.41731
"677.09_984.8974m/z",1.3354,0.41728
"356.78_802.5597m/z",0.74885,-0.41725
"81.87_564.2703m/z",0.74887,-0.41721
"478.61_874.669m/z",1.3353,0.41719
"132.4_228.2043m/z",0.74893,-0.4171
"366.48_1605.1709m/z",1.3352,0.41709
"297.36_550.4036m/z",0.74899,-0.41698
"625.41_523.4725m/z",1.3349,0.41676
"335.79_881.5397m/z",0.74912,-0.41673
"IDCH",0.74913,-0.41671
"650.74_865.8061m/z",1.3349,0.4167
"605.34_642.5326m/z",0.7492,-0.41657
"430.46_1245.5224m/z",0.74952,-0.41596
"270.66_558.4603m/z",0.74963,-0.41576
"392.26_841.6423m/z",0.74964,-0.41573
"416.44_890.5675m/z",0.74966,-0.4157
"471.54_645.6353m/z",1.3339,0.41564
"305.22_393.3515m/z",1.3339,0.41561
"99.44_504.3093m/z",0.74973,-0.41557
"380.85_115.9202m/z",0.74975,-0.41551
"406.4_744.5447m/z",0.74984,-0.41535
"228.34_575.4662m/z",1.3336,0.41532
"654.16_921.7898m/z",1.3335,0.41521
"152.48_515.372m/z",0.74999,-0.41506
"646.63_863.791m/z",1.3333,0.41497
"132.4_227.201m/z",0.75011,-0.41482
"405.03_407.2906m/z",1.3331,0.41481
"618.57_954.7634m/z",1.3331,0.41476
"591.54_601.5184m/z",1.3325,0.41415
"335.56_1017.4712m/z",0.75067,-0.41376
"269.97_1151.7031m/z",0.75072,-0.41365
"426.36_653.4096m/z",0.7508,-0.41351
"616.06_649.5196m/z",1.3318,0.4134
"376.97_929.511m/z",0.75095,-0.41321
"328.04_861.549m/z",0.75106,-0.41299
"LPC(22:5/0:0)_2",0.75111,-0.41291
"290.97_722.5314m/z",1.3312,0.41269
"405.72_818.6068m/z",1.3311,0.41258
"568.72_840.7081m/z",1.331,0.41248
"418.04_814.626m/z",0.75135,-0.41244
"610.58_383.3673m/z",1.3308,0.41235
"297.81_424.3663m/z",0.75144,-0.41227
"714.51_1322.0817m/z",1.3305,0.412
"192.75_517.3859m/z",0.7517,-0.41178
"389.75_772.6055m/z",0.75171,-0.41174
"327.58_814.5597m/z",0.75175,-0.41168
"413.25_840.6384m/z",0.75185,-0.41149
"267.47_571.4504m/z",0.75192,-0.41134
"269.84_255.2324m/z",0.75197,-0.41125
"633.63_951.8225m/z",1.3297,0.41111
"426.13_772.5857m/z",0.75211,-0.41099
"427.5_115.9201m/z",0.75215,-0.41091
"396.14_855.6334m/z",1.3295,0.41085
"469.71_872.6938m/z",0.75221,-0.4108
"176.21_469.3298m/z",0.75245,-0.41032
"395.68_427.3119m/z",1.3288,0.41017
"579.22_547.4727m/z",1.3288,0.41015
"409.6_629.5506m/z",0.75269,-0.40987
"347.2_765.5374m/z",0.75273,-0.40979
"376.97_793.5788m/z",0.75277,-0.40972
"650.85_886.7388m/z",1.3284,0.40964
"397.05_834.598m/z",0.75291,-0.40945
"365.56_808.927m/z",0.75294,-0.4094
"469.71_871.6904m/z",0.75296,-0.40935
"328.04_862.5528m/z",0.75301,-0.40927
"415.76_385.7591m/z",1.3279,0.4091
"618.8_969.7347m/z",1.3275,0.40875
"269.75_284.267m/z",0.7534,-0.40851
"688.49_936.888m/z",1.3272,0.40843
"51.65_459.3499m/z",1.3272,0.40834
"575.34_933.8143m/z",1.327,0.40817
"269.97_115.9202m/z",0.75378,-0.40778
"99.44_616.3016m/z",0.75382,-0.4077
"376.97_792.5754m/z",0.75388,-0.40759
"400.47_867.6586m/z",0.75388,-0.40759
"269.97_158.9749m/z",0.75391,-0.40754
"53.02_447.2367m/z",0.75396,-0.40744
"385.3_1573.1921m/z",0.75399,-0.40738
"413.02_833.5934m/z",0.75401,-0.40734
"458.3_159.9757m/z",0.75402,-0.40733
"365.11_812.5958m/z",0.75402,-0.40733
"356.56_792.5362m/z",0.75409,-0.40718
"401.84_871.6242m/z",0.75413,-0.40712
"336.71_765.5493m/z",0.75437,-0.40666
"357.01_857.5401m/z",0.75438,-0.40663
"424.31_828.6125m/z",0.75441,-0.40658
"99.44_617.3049m/z",0.75447,-0.40647
"Carboxyheptadecanoylcarnitine CAR(18:0-DC)",1.3253,0.40635
"397.73_811.5079m/z",0.75463,-0.40615
"477.01_900.6838m/z",1.3251,0.40615
"650.74_565.5198m/z",1.325,0.40604
"339.9_921.6329m/z",0.75479,-0.40585
"675.03_939.8289m/z",1.3249,0.40583
"327.58_854.5224m/z",0.75495,-0.40555
"293.93_869.4825m/z",0.75499,-0.40547
"517.51_694.6789m/z",1.3244,0.40533
"335.56_1018.4747m/z",0.75508,-0.40529
"459.21_287.9936m/z",0.75536,-0.40476
"650.74_870.762m/z",1.3238,0.40473
"325.07_950.492m/z",0.75546,-0.40457
"369.9_1166.4456m/z",0.75551,-0.40449
"106.74_450.3582m/z",0.75553,-0.40443
"625.41_524.4759m/z",1.3236,0.40443
"100.36_541.3146m/z",0.75556,-0.40438
"307.96_742.5391m/z",1.3235,0.40435
"663.06_601.5194m/z",1.3232,0.40408
"653.02_617.551m/z",1.3227,0.40346
"471.54_644.6319m/z",1.3223,0.4031
"595.65_549.4876m/z",1.3223,0.40309
"397.5_771.5731m/z",0.75627,-0.40302
"184.08_578.4178m/z",0.75642,-0.40273
"396.14_854.6283m/z",1.322,0.40273
"273.63_393.3516m/z",1.322,0.40268
"448.04_841.6569m/z",0.75652,-0.40255
"397.28_832.5978m/z",0.75661,-0.40237
"TG(55:3)",1.3217,0.40236
"618.34_834.7561m/z",1.3213,0.40192
"H4CH",0.75693,-0.40176
"422.37_840.6406m/z",0.75697,-0.40169
"606.7_908.7717m/z",1.321,0.40162
"701.73_993.8838m/z",1.321,0.40159
"311.84_791.5653m/z",1.3208,0.40141
"395.45_427.8143m/z",1.3208,0.40137
"342.87_599.5035m/z",0.7572,-0.40125
"327.58_816.5658m/z",0.75729,-0.40108
"500.17_654.6385m/z",1.3203,0.40088
"308.19_555.4399m/z",0.75745,-0.40077
"646.41_862.7879m/z",1.32,0.4005
"269.97_581.3359m/z",0.7576,-0.40049
"161.84_501.3844m/z",0.75765,-0.4004
"416.9_858.5614m/z",0.75777,-0.40017
"335.11_761.5805m/z",0.75781,-0.4001
"352.22_395.129m/z",0.75783,-0.40006
"328.26_959.5173m/z",0.75787,-0.39998
"426.13_885.5817m/z",0.75793,-0.39986
"378.57_925.5443m/z",0.75829,-0.39918
"51.65_458.3477m/z",1.3187,0.39915
"413.02_417.8012m/z",0.75832,-0.39912
"L3CH",0.75835,-0.39907
"615.6_928.7471m/z",1.3186,0.39895
"416.44_853.6156m/z",0.75847,-0.39884
"554.12_814.6912m/z",1.3183,0.39873
"402.29_778.5954m/z",0.75855,-0.39868
"426.13_1004.5362m/z",0.75856,-0.39867
"618.34_835.7596m/z",1.3183,0.39864
"327.12_699.4964m/z",0.7586,-0.39859
"430.24_869.6746m/z",0.7586,-0.39858
"198.91_528.4993m/z",0.75867,-0.39846
"431.61_883.6222m/z",0.75873,-0.39834
"608.53_933.7029m/z",0.75882,-0.39816
"200.73_250.1917m/z",0.75886,-0.39809
"356.78_856.5374m/z",0.75887,-0.39807
"590.17_882.7549m/z",1.3174,0.39764
"674.8_633.5823m/z",1.3173,0.39756
"397.5_882.5623m/z",0.75915,-0.39754
"478.38_898.6495m/z",0.75921,-0.39743
"PC(O-18:1/22:6) and/or PC(P-18:0/22:6)",1.3171,0.39741
"425.45_776.5594m/z",0.75925,-0.39736
"478.38_845.6741m/z",0.75927,-0.39732
"404.58_792.5543m/z",0.75927,-0.39731
"335.34_1600.0777m/z",0.75928,-0.3973
"632.94_719.6335m/z",1.317,0.39723
"520.93_339.3052m/z",0.75936,-0.39715
"426.13_884.5783m/z",0.75939,-0.39709
"430.24_870.6783m/z",0.75941,-0.39704
"297.36_554.4314m/z",0.75948,-0.39692
"340.59_772.5509m/z",0.75959,-0.39671
"TG(58:7)_2",1.3161,0.3963
"99.44_579.3492m/z",0.75984,-0.39624
"269.75_649.5279m/z",1.316,0.39616
"426.13_1103.5155m/z",0.76005,-0.39583
"175.98_415.357m/z",1.3157,0.3958
"385.18_430.8098m/z",1.3156,0.39571
"376.74_819.6109m/z",1.3155,0.39558
"365.56_808.8038m/z",0.76032,-0.39533
"259.71_731.5337m/z",0.76047,-0.39504
"402.07_402.8089m/z",1.3145,0.39447
"99.44_578.3459m/z",0.76078,-0.39445
"348.11_755.5411m/z",0.76095,-0.39412
"387.92_1590.2079m/z",1.3141,0.39405
"415.53_732.5867m/z",1.3141,0.39404
"430.24_871.6814m/z",0.76104,-0.39395
"124.42_576.2703m/z",0.76107,-0.39389
"102.86_598.2544m/z",0.76113,-0.39379
"688.49_955.8121m/z",1.3138,0.39374
"200.96_575.4658m/z",1.3137,0.39358
"326.89_857.518m/z",0.76128,-0.39349
"328.72_824.5425m/z",0.76137,-0.39333
"688.49_935.8849m/z",1.3133,0.39316
"128.76_271.6654m/z",0.7615,-0.39309
"659.18_965.7773m/z",1.313,0.39284
"100.36_640.3006m/z",0.76173,-0.39266
"367.62_426.3044m/z",1.3124,0.39222
"306.59_782.5604m/z",1.3122,0.39202
"PC(18:0/22:5)",0.76211,-0.39193
"430.24_855.6578m/z",0.76212,-0.39191
"589.94_950.732m/z",1.312,0.39178
"PE(O-18:1/18:2) and/or PE(P-18:0/18:2)",0.76223,-0.39169
"356.78_816.5751m/z",0.76224,-0.39168
"357.01_854.531m/z",0.76224,-0.39168
"340.36_778.5402m/z",0.76226,-0.39164
"643.44_550.4922m/z",1.3119,0.39163
"425.68_427.8162m/z",1.3119,0.39162
"376.97_1048.4657m/z",0.76237,-0.39144
"543.52_680.6559m/z",1.3116,0.39134
"428.87_727.5469m/z",0.76245,-0.39128
"380.39_538.9423m/z",0.76246,-0.39127
"311.84_775.5689m/z",1.3115,0.39125
"458.3_1127.5798m/z",0.7625,-0.39118
"473.13_880.6267m/z",0.76261,-0.39098
"TG(52:4)_2",0.76276,-0.3907
"357.01_855.5346m/z",0.76291,-0.39042
"591.54_819.7279m/z",1.3107,0.39037
"385.18_430.3069m/z",1.3106,0.39025
"444.84_802.6378m/z",1.3105,0.39012
"346.74_806.7885m/z",1.3105,0.39011
"377.88_869.6083m/z",0.76319,-0.38989
"591.54_825.6869m/z",1.3103,0.38985
"269.75_283.2636m/z",0.76323,-0.38982
"355.42_1524.1397m/z",1.3101,0.38973
"413.25_839.6354m/z",0.76329,-0.3897
"330.09_692.5783m/z",1.3101,0.38967
"409.37_876.6222m/z",0.76332,-0.38964
"71.61_423.1606m/z",0.76337,-0.38955
"293.93_771.5058m/z",0.76346,-0.38938
"397.51_810.4761m/z",0.7635,-0.38931
"575.8_641.528m/z",0.76353,-0.38925
"280.24_691.5386m/z",1.3097,0.38925
"386.78_1528.1732m/z",1.3097,0.38919
"428.64_824.5208m/z",0.76358,-0.38915
"601.81_837.696m/z",1.3096,0.3891
"591.54_820.7313m/z",1.3094,0.38891
"413.02_853.6174m/z",0.76371,-0.3889
"293.93_772.5091m/z",0.76372,-0.38889
