"","Fold Change","log2(FC)"
"631.8_604.5383m/z",1.0615,0.086104
"347.2_1539.1247m/z",1.0615,0.086038
"496.17_871.701m/z",1.0614,0.086018
"624.73_900.7947m/z",0.94213,-0.086009
"478.84_785.6783m/z",0.94214,-0.085984
"394.77_889.5187m/z",1.0614,0.08592
"288.23_625.5191m/z",0.94221,-0.085874
"195.94_420.3594m/z",0.94222,-0.085862
"96.02_664.3014m/z",1.0613,0.085842
"372.86_403.7854m/z",0.94224,-0.08583
"336.93_794.5708m/z",1.0613,0.085807
"382.9_774.536m/z",1.0613,0.085804
"326.67_865.5241m/z",0.9423,-0.085741
"533.02_602.6204m/z",1.0612,0.085738
"195.94_578.485m/z",1.0612,0.085722
"346.74_751.5731m/z",0.94232,-0.085712
"629.52_882.7541m/z",0.94232,-0.085705
"60.78_624.4408m/z",0.94236,-0.085648
"634.31_943.7755m/z",0.94238,-0.085624
"LPC(0:0/18:3)",1.0611,0.085617
"86.89_1317.9294m/z",0.94241,-0.085579
"359.29_721.4997m/z",0.94243,-0.08555
"402.07_623.564m/z",1.061,0.085473
"644.81_880.8197m/z",1.061,0.085416
"614.69_913.7996m/z",1.0609,0.085346
"581.5_968.7717m/z",0.94258,-0.085314
"442.33_388.3576m/z",0.94259,-0.085295
"471.77_825.6819m/z",1.0608,0.08513
"336.25_956.4497m/z",0.94275,-0.085058
"336.25_704.5787m/z",0.94275,-0.08505
"302.6_718.5576m/z",0.94276,-0.08503
"PC(O-24:1/20:3) and/or PC(P-24:0/20:3)",0.94277,-0.085022
"TG(52:4)_1",0.9428,-0.08497
"464.92_435.3166m/z",0.94282,-0.084945
"378.11_756.5536m/z",0.94287,-0.084877
"LPC(18:3/0:0)_1",1.0606,0.084817
"356.56_1593.1624m/z",0.94291,-0.084807
"331.91_411.7849m/z",0.94292,-0.084798
"406.4_382.7639m/z",0.94293,-0.084774
"377.66_774.5923m/z",0.943,-0.084678
"336.25_1489.1283m/z",1.0604,0.084673
"326.89_627.5354m/z",0.943,-0.08467
"620.62_866.731m/z",1.0604,0.084662
"PI(18:0/22:6)",0.94303,-0.084627
"103.32_478.2935m/z",1.0603,0.08442
"603.86_804.7813m/z",1.0602,0.084348
"340.81_878.6234m/z",0.94327,-0.084263
"120.78_259.6631m/z",0.94327,-0.084252
"Cer(d16:1/22:0)",1.0601,0.08424
"629.52_879.7438m/z",0.94329,-0.084222
"366.02_740.5238m/z",0.94332,-0.084177
"269.52_340.3569m/z",0.94332,-0.084175
"372.64_824.5828m/z",0.94333,-0.084169
"614.92_975.8215m/z",0.94334,-0.08415
"388.15_1012.4627m/z",1.0601,0.084143
"421.23_395.7903m/z",1.06,0.084093
"644.81_1123.6795m/z",0.94339,-0.084075
"392.71_748.5865m/z",1.06,0.084061
"627.47_872.7005m/z",0.9434,-0.084058
"357.92_1481.1337m/z",1.06,0.084036
"336.48_1389.1418m/z",1.06,0.084012
"377.88_735.5738m/z",0.94345,-0.083986
"597.47_891.6895m/z",1.0599,0.083872
"52.79_369.2829m/z",0.94353,-0.083854
"145.41_504.3449m/z",0.94353,-0.083854
"461.27_804.6674m/z",0.94355,-0.083823
"633.86_651.6082m/z",0.94357,-0.0838
"456.48_589.5623m/z",1.0598,0.083782
"59.41_806.5851m/z",0.94361,-0.083738
"269.06_520.5092m/z",0.94363,-0.083714
"353.36_850.5924m/z",1.0597,0.083667
"340.58_538.5187m/z",0.94366,-0.083666
"384.96_596.5725m/z",1.0597,0.083651
"269.06_521.5126m/z",0.94368,-0.083636
"430.92_1073.5672m/z",0.94369,-0.083617
"294.85_184.0739m/z",1.0596,0.083564
"359.07_1552.1573m/z",1.0596,0.08353
"428.87_587.5393m/z",1.0596,0.083483
"614.24_285.2579m/z",0.94378,-0.083472
"308.64_767.542m/z",1.0595,0.083384
"431.15_925.6447m/z",0.94389,-0.083317
"471.54_885.7044m/z",1.0594,0.08329
"387.92_764.5989m/z",0.94391,-0.083274
"378.8_743.5785m/z",1.0594,0.083255
"644.81_898.7374m/z",0.94395,-0.083217
"488.99_845.6858m/z",0.94398,-0.083173
"90.77_245.1446m/z",0.94401,-0.083125
"80.51_562.2984m/z",1.0593,0.083096
"326.89_628.5385m/z",0.94404,-0.08308
"416.9_794.6072m/z",1.0593,0.083047
"469.94_575.4553m/z",0.94411,-0.082981
"PC(16:0/17:0)",1.0591,0.082894
"387.47_725.5326m/z",0.94416,-0.082891
"402.3_642.5183m/z",0.94417,-0.082876
"436.4_643.52m/z",0.94418,-0.082863
"366.02_741.5273m/z",0.94424,-0.082779
"583.78_887.7528m/z",1.059,0.082654
"613.78_874.7787m/z",0.94434,-0.082616
"493.55_869.6851m/z",1.0589,0.082604
"377.88_1509.1552m/z",1.0589,0.082571
"653.02_960.8106m/z",0.94444,-0.082472
"170.51_489.3562m/z",0.94449,-0.082386
"PI(18:1/22:6)_1",0.94452,-0.082351
"441.42_811.6692m/z",1.0587,0.082347
"500.62_614.5908m/z",1.0587,0.082339
"624.96_898.7879m/z",0.94453,-0.08233
"98.53_1140.8202m/z",0.94455,-0.082303
"437.31_816.641m/z",0.94461,-0.082208
"V1PL",1.0585,0.082087
"595.99_785.7582m/z",0.94471,-0.082061
"163.44_580.3962m/z",0.94471,-0.082054
"615.38_602.5227m/z",0.94474,-0.082012
"644.81_963.7621m/z",0.94474,-0.082009
"PC(16:0/18:1)_2",0.94474,-0.082006
"398.19_1606.2131m/z",1.0585,0.081984
"54.39_939.6663m/z",0.94481,-0.081897
"Sphingosine-1-phosphate",0.94482,-0.081892
"614.24_229.1958m/z",0.94482,-0.081886
"451.46_799.6699m/z",1.0584,0.081858
"647.09_924.7531m/z",1.0583,0.081811
"629.75_1253.5756m/z",0.94492,-0.081739
"384.73_599.5004m/z",0.94492,-0.081738
"632.03_1145.6757m/z",1.0583,0.081733
"458.99_797.6816m/z",0.94495,-0.081696
"398.42_598.5407m/z",0.94495,-0.081691
"430.47_611.5958m/z",0.94496,-0.081669
"297.58_728.5241m/z",0.94501,-0.0816
"387.92_760.4589m/z",0.94501,-0.0816
"379.25_530.5302m/z",0.94505,-0.081537
"401.38_734.5715m/z",0.94511,-0.081443
"401.84_404.8244m/z",1.058,0.081407
"390.2_759.6272m/z",0.94514,-0.081394
"390.2_779.6028m/z",0.94515,-0.081383
"329.18_376.7637m/z",1.058,0.081352
"336.02_184.074m/z",0.94518,-0.081341
"269.06_683.5648m/z",0.94518,-0.081335
"396.82_1605.2059m/z",0.9452,-0.081304
"456.48_618.5157m/z",0.94524,-0.081241
"545.91_638.6076m/z",0.94526,-0.081219
"97.16_484.3307m/z",0.94529,-0.08117
"302.6_723.5417m/z",0.94531,-0.081143
"613.78_878.7313m/z",0.94535,-0.081072
"382.44_876.5947m/z",0.94537,-0.081052
"634.77_928.8265m/z",1.0578,0.08105
"357.47_758.4426m/z",0.94537,-0.081044
"644.81_1255.5916m/z",0.94539,-0.081017
"94.65_331.2254m/z",0.94545,-0.080931
"634.31_934.7874m/z",1.0577,0.080894
"376.74_583.5093m/z",0.94549,-0.080865
"381.53_768.9236m/z",0.94556,-0.080757
"500.39_624.57m/z",1.0576,0.080747
"398.19_1572.9439m/z",1.0575,0.080711
"Stearoylcarnitine CAR(18:0)",1.0574,0.080543
"629.75_1119.6602m/z",0.94571,-0.080535
"428.87_750.5422m/z",1.0574,0.080525
"627.47_833.752m/z",1.0574,0.080525
"152.26_419.3511m/z",0.94574,-0.080485
"398.19_1574.2067m/z",0.94578,-0.080428
"416.9_810.6032m/z",0.94579,-0.080407
"121.12_538.3509m/z",0.94581,-0.080379
"427.27_905.6822m/z",0.94589,-0.080263
"336.25_125.0004m/z",0.94595,-0.080171
"301.92_748.5489m/z",1.0571,0.080168
"658.27_551.5039m/z",1.0571,0.080115
"594.5_865.6743m/z",0.94599,-0.080101
"459.45_1222.0659m/z",0.94601,-0.080066
"326.89_341.3057m/z",0.94604,-0.080033
"379.02_754.5926m/z",0.94604,-0.080029
"533.25_647.6166m/z",0.94605,-0.080011
"326.67_912.5596m/z",0.94607,-0.07998
"472.91_833.6698m/z",0.94609,-0.079951
"66.13_793.0501m/z",0.94609,-0.079946
"623.13_871.7606m/z",1.0569,0.0799
"342.18_800.5742m/z",1.0569,0.079852
"389.75_770.6071m/z",1.0569,0.079809
"360.89_690.5419m/z",1.0569,0.0798
"325.3_411.3618m/z",1.0569,0.079799
"427.05_743.6338m/z",1.0568,0.079754
"207.35_417.3358m/z",1.0568,0.079727
"638.65_867.8398m/z",0.94626,-0.079697
"398.87_1607.2151m/z",1.0568,0.079687
"464.01_533.3812m/z",0.94631,-0.079615
"417.58_763.6051m/z",0.94635,-0.079557
"510.89_542.4847m/z",1.0567,0.079543
"357.47_125.0006m/z",0.94637,-0.079527
"644.81_899.7385m/z",0.94637,-0.079526
"421.92_794.6896m/z",0.94638,-0.07951
"608.99_772.2749m/z",0.94642,-0.079441
"273.63_381.3148m/z",0.94645,-0.079408
"81.87_711.5031m/z",0.9465,-0.079332
"336.25_703.456m/z",0.94651,-0.079314
"644.81_1253.5914m/z",0.94652,-0.079291
"103.55_237.6336m/z",1.0565,0.079267
"421.92_633.6379m/z",0.94658,-0.079202
"426.59_1575.2698m/z",1.0564,0.079128
"309.56_675.5434m/z",1.0564,0.079117
"366.02_762.506m/z",0.94664,-0.079106
"470.85_831.6937m/z",1.0563,0.079023
"508.38_632.6325m/z",0.9467,-0.079021
"306.36_704.5244m/z",0.94671,-0.078998
"419.41_703.5468m/z",1.0563,0.078978
"TG(53:4)",1.0563,0.07896
"446.21_833.6617m/z",0.94676,-0.078935
"432.06_586.4966m/z",0.9468,-0.078874
"623.13_887.791m/z",1.0561,0.0788
"100.36_515.2982m/z",0.94688,-0.078744
"556.86_929.7922m/z",0.94692,-0.078682
"387.69_798.5339m/z",1.056,0.078641
"346.75_806.6812m/z",0.94695,-0.078637
"478.84_396.3838m/z",0.94697,-0.078613
"387.47_724.5292m/z",0.94703,-0.07852
"556.86_749.6239m/z",0.94711,-0.078402
"458.08_866.6654m/z",1.0558,0.078274
"484.88_617.6057m/z",1.0557,0.078258
"100.36_382.1994m/z",0.94722,-0.078222
"PC(34:0); PC(18:0/16:0) | PC(16:0/18:0)",0.94723,-0.078206
"546.13_691.5658m/z",0.94724,-0.078197
"LPC(O-18:0/0:0)",0.94725,-0.078182
"426.59_826.5721m/z",1.0557,0.078175
"556.86_750.629m/z",0.94729,-0.078116
"325.3_770.5345m/z",0.94732,-0.078075
"609.9_950.811m/z",1.0556,0.078015
"396.59_720.5487m/z",0.94738,-0.077983
"356.79_1591.1567m/z",0.9474,-0.077961
"394.08_307.3006m/z",0.94741,-0.077943
"641.16_825.7751m/z",1.0555,0.077916
"336.25_725.5581m/z",0.94746,-0.077861
"406.4_552.5347m/z",0.94748,-0.077829
"336.71_1447.1262m/z",1.0554,0.077741
"117.24_350.25m/z",1.0554,0.077738
"Acetoacetic acid",1.0553,0.07768
"533.25_650.6429m/z",1.0553,0.077602
"384.04_544.3408m/z",0.94766,-0.077565
"615.83_905.7518m/z",1.0552,0.077547
"473.82_769.6636m/z",0.94769,-0.077512
"632.49_599.5038m/z",1.0552,0.077486
"325.3_408.3373m/z",0.94772,-0.077464
"336.25_727.5648m/z",0.94774,-0.077433
"340.59_710.5551m/z",1.055,0.077309
"336.93_747.5642m/z",1.055,0.077272
"647.09_923.7495m/z",1.055,0.077271
"Cer(d18:1/25:0)",1.055,0.077183
"430.24_610.5919m/z",0.94791,-0.077178
"349.25_765.5601m/z",0.94797,-0.077093
"160.7_357.3m/z",1.0548,0.076994
"394.31_751.5483m/z",0.94805,-0.076959
"633.85_917.759m/z",1.0548,0.076946
"545.91_636.6013m/z",0.94807,-0.076939
"472.22_810.6817m/z",1.0548,0.076938
"122.82_521.4183m/z",0.94809,-0.076906
"326.89_1064.4451m/z",0.94813,-0.07685
"623.13_886.7875m/z",1.0547,0.076825
"652.79_956.8589m/z",0.94814,-0.076821
"288.0_849.4565m/z",0.94815,-0.07682
"336.25_726.5613m/z",0.9482,-0.076736
"TG(54:5)_2",0.9482,-0.076735
"377.88_736.5765m/z",0.94827,-0.076625
"150.2_381.3156m/z",0.94828,-0.076609
"429.33_1061.9363m/z",1.0545,0.076602
"613.78_857.7522m/z",0.94833,-0.076539
"326.44_690.5613m/z",1.0545,0.076529
"501.08_622.6117m/z",1.0544,0.076483
"620.4_863.7812m/z",1.0544,0.076473
"470.85_838.6844m/z",1.0543,0.076329
"639.56_954.8415m/z",0.94854,-0.076212
"471.54_924.6634m/z",1.0542,0.076201
"160.7_339.2899m/z",1.0542,0.076187
"407.54_600.5054m/z",0.9486,-0.076131
"644.81_897.7338m/z",0.9486,-0.076123
"459.22_1637.3327m/z",1.0542,0.076098
"613.78_873.7753m/z",0.94862,-0.076096
"336.94_1411.1227m/z",0.94865,-0.076052
"633.86_175.1485m/z",0.94866,-0.076035
"315.49_672.5502m/z",1.0541,0.075975
"326.67_947.626m/z",0.94873,-0.075931
"106.06_495.3276m/z",0.94879,-0.075838
"351.31_550.4171m/z",1.054,0.075824
"413.71_823.6421m/z",0.94882,-0.075789
"54.84_595.4199m/z",0.94884,-0.075768
"Cer(d18:2/22:0)",1.0539,0.075746
"451.23_596.5721m/z",1.0538,0.075607
"497.66_845.6857m/z",0.94897,-0.075567
"641.16_824.7715m/z",1.0537,0.075479
"623.13_908.7056m/z",1.0537,0.075404
"375.15_716.5563m/z",1.0536,0.075389
"336.25_965.4752m/z",0.94909,-0.075387
"336.25_1429.1323m/z",0.94911,-0.075359
"319.59_910.5526m/z",0.94914,-0.075301
"627.47_831.7451m/z",1.0536,0.075291
"614.01_972.8035m/z",1.0536,0.075285
"329.86_387.7561m/z",1.0536,0.075282
"LPC(15:0/0:0)",0.94916,-0.07528
"460.13_1030.7897m/z",0.9492,-0.075222
"328.49_758.561m/z",1.0535,0.075206
"389.06_1518.2054m/z",0.94922,-0.075185
"180.32_401.3408m/z",1.0534,0.075064
"303.17_732.5428m/z",0.94931,-0.075054
"383.59_1504.1737m/z",1.0533,0.074972
"621.08_587.5038m/z",1.0533,0.074958
"83.01_542.3247m/z",0.94939,-0.074934
"LPE(18:2/0:0)",1.0533,0.074914
"329.63_686.4415m/z",0.9494,-0.074907
"616.29_936.8033m/z",1.0533,0.074907
"604.88_915.7834m/z",1.0533,0.074892
"91.91_380.2566m/z",0.94941,-0.074891
"90.77_511.323m/z",0.94945,-0.074839
"300.89_754.5389m/z",0.94946,-0.074822
"633.4_629.5478m/z",0.9495,-0.074754
"388.61_1530.1872m/z",1.0532,0.074731
"336.25_845.5179m/z",0.94954,-0.074696
"491.5_606.5551m/z",1.0531,0.074673
"398.19_786.4723m/z",0.94956,-0.074664
"332.14_412.7897m/z",0.94958,-0.074645
"237.24_792.4925m/z",1.0531,0.074638
"451.46_534.405m/z",0.94962,-0.07458
"379.94_750.5452m/z",1.053,0.074572
"435.72_746.5706m/z",1.053,0.074563
"160.7_395.2773m/z",1.053,0.074562
"609.44_954.7679m/z",1.053,0.074507
"639.79_906.7626m/z",1.053,0.074496
"63.85_540.3664m/z",0.94971,-0.074441
"581.96_370.3554m/z",0.94973,-0.074411
"517.51_648.6291m/z",1.0529,0.074305
"496.52_815.5814m/z",0.9498,-0.074298
"629.29_313.2747m/z",0.94981,-0.074285
"191.84_594.4829m/z",1.0528,0.074271
"269.29_862.6259m/z",0.94984,-0.074251
"294.85_280.264m/z",1.0528,0.074243
"149.29_504.3073m/z",0.94987,-0.074196
"103.55_480.2991m/z",1.0528,0.074178
"329.86_634.4099m/z",0.94994,-0.074098
"269.29_274.0931m/z",0.94994,-0.074096
"430.7_1624.3373m/z",0.94994,-0.074087
"389.06_818.6097m/z",0.94995,-0.074076
"139.02_428.3739m/z",1.0527,0.07406
"225.38_566.4119m/z",0.94996,-0.074054
"417.58_764.6087m/z",0.94999,-0.074014
"348.11_825.5812m/z",0.95002,-0.07397
"155.22_328.2399m/z",0.95004,-0.073943
"447.12_771.6385m/z",1.0526,0.073894
"493.55_669.6589m/z",1.0525,0.073866
"376.97_570.3561m/z",0.95012,-0.07382
"379.03_733.6134m/z",0.95012,-0.073813
"545.91_635.5978m/z",0.95018,-0.073721
"352.68_412.7643m/z",0.95019,-0.073709
"417.58_765.6123m/z",0.95022,-0.073661
"384.27_792.5913m/z",1.0523,0.073602
"103.55_429.2033m/z",0.95027,-0.073589
"427.05_1580.2427m/z",0.95027,-0.073587
"PC(18:2/20:4)",0.95029,-0.073568
"325.98_731.5442m/z",0.95029,-0.07356
"478.84_799.6697m/z",0.95032,-0.073522
"390.2_818.6082m/z",1.0523,0.073516
"225.38_520.5089m/z",0.95033,-0.073504
"89.4_1272.8995m/z",0.95034,-0.073484
"627.47_832.7489m/z",1.0522,0.07347
"378.11_757.5569m/z",0.95037,-0.073432
"HexCer(d18:1/20:0)",0.95042,-0.073361
"390.89_547.4709m/z",0.95046,-0.073301
"533.02_708.6967m/z",1.0521,0.073257
"Tetracosenoylcarnitine CAR(24:1)",1.0521,0.073229
"302.6_685.5543m/z",0.95052,-0.073213
"635.45_847.7625m/z",1.052,0.073178
"633.86_161.1329m/z",0.95057,-0.07314
"115.19_540.3541m/z",0.95057,-0.073133
"459.22_1075.5841m/z",0.95064,-0.073029
"613.78_880.7385m/z",0.9507,-0.07294
"LPC(20:5/0:0)",0.95073,-0.072899
"388.15_761.4087m/z",0.95076,-0.072844
"462.41_984.895m/z",0.95083,-0.072743
"436.4_694.582m/z",0.95087,-0.072682
"385.87_893.6097m/z",0.95092,-0.072609
"302.6_500.4825m/z",0.95094,-0.07258
"632.26_901.8068m/z",1.0515,0.072509
"406.4_383.2669m/z",0.95099,-0.072492
"353.59_723.5596m/z",0.951,-0.072488
"624.96_371.3634m/z",1.0515,0.072487
"398.19_1535.1882m/z",0.95107,-0.072371
"533.25_665.6275m/z",0.95111,-0.072309
"641.16_826.7782m/z",1.0514,0.072307
"364.19_731.6052m/z",1.0514,0.072301
"459.22_1627.3686m/z",0.95115,-0.072255
"581.27_974.733m/z",0.95116,-0.072236
"401.16_717.5613m/z",0.95117,-0.072231
"578.08_991.7713m/z",0.95118,-0.072216
"457.85_908.6736m/z",0.95118,-0.072209
"269.52_1176.7075m/z",0.95119,-0.072195
"478.84_800.6726m/z",0.95121,-0.072169
"447.12_772.6268m/z",1.0512,0.071989
"401.61_745.6222m/z",1.0511,0.071964
"434.57_982.8805m/z",0.95135,-0.07195
"620.62_881.7029m/z",1.0511,0.071941
"269.52_1177.7107m/z",0.95139,-0.071889
"TG(52:5)_1",1.0511,0.071855
"160.7_351.2533m/z",1.051,0.071813
"432.52_801.6481m/z",0.95147,-0.071769
"613.78_856.749m/z",0.9515,-0.071717
"647.32_926.7551m/z",1.0509,0.071641
"545.91_637.6046m/z",0.95156,-0.071629
"100.13_519.3288m/z",0.95157,-0.071616
"606.71_944.7258m/z",1.0508,0.071535
"387.01_751.5485m/z",0.95163,-0.071529
"429.33_848.6546m/z",1.0508,0.071454
"103.55_474.2624m/z",0.95172,-0.071393
"581.96_725.5335m/z",0.95174,-0.071366
"465.15_437.3315m/z",0.95176,-0.071324
"402.07_573.4875m/z",1.0507,0.07131
"622.91_892.747m/z",1.0506,0.07128
"587.2_953.7899m/z",1.0506,0.071269
"491.27_782.6777m/z",1.0506,0.071222
"397.51_1590.198m/z",1.0506,0.071209
"508.84_648.6292m/z",1.0506,0.071171
"472.45_627.5927m/z",0.9519,-0.071115
"103.55_237.1298m/z",0.9519,-0.071114
"459.22_1204.0548m/z",0.95192,-0.071093
"100.13_618.3123m/z",0.95194,-0.071051
"496.29_956.7418m/z",0.95199,-0.070978
"96.93_291.1579m/z",1.0504,0.070937
"487.84_876.6855m/z",0.95203,-0.070924
"639.56_953.8378m/z",0.95205,-0.070886
"601.12_845.7437m/z",1.0503,0.07084
"TG(51:4)",1.0503,0.070833
"390.2_734.5702m/z",1.0503,0.070758
"TG(54:4)",1.0502,0.070716
"622.91_891.7431m/z",1.0502,0.070695
"354.05_903.605m/z",1.0502,0.070657
"353.59_848.584m/z",0.95221,-0.070654
"451.46_800.6725m/z",1.0502,0.07063
"431.15_768.6471m/z",0.95223,-0.070619
"211.46_559.4712m/z",1.0502,0.070613
"PC(O-24:2/20:4) and/or PC(P-24:1/20:4)",1.0502,0.070602
"632.26_866.7687m/z",1.0501,0.070531
"644.81_1165.6231m/z",0.9523,-0.070511
"225.38_565.4047m/z",0.95235,-0.070444
"616.29_912.7966m/z",0.95235,-0.070443
"464.69_779.6599m/z",1.05,0.070403
"314.35_636.4973m/z",0.95238,-0.07039
"427.05_788.4941m/z",0.95238,-0.070386
"381.53_586.5281m/z",0.95248,-0.070243
"613.78_872.7717m/z",0.95258,-0.070086
"357.93_781.5577m/z",0.95259,-0.070074
"342.64_662.5312m/z",0.95266,-0.06996
"374.46_744.5468m/z",0.9527,-0.069902
"482.49_793.6749m/z",1.0496,0.069865
"288.0_752.5231m/z",1.0496,0.069785
"398.19_184.0742m/z",0.95286,-0.069662
"642.3_626.5227m/z",1.0494,0.069518
"608.99_1021.6858m/z",0.95302,-0.069418
"253.32_366.324m/z",0.95302,-0.069416
"330.09_549.4056m/z",1.0493,0.069411
"611.27_829.7293m/z",1.0493,0.069359
"430.01_814.6363m/z",0.95307,-0.069339
"458.76_633.6286m/z",0.95315,-0.069229
"PC(33:1); PC(15:0/18:1) | PC(16:0/17:1)",1.0491,0.06919
"442.33_797.6533m/z",1.0491,0.069115
"459.45_1221.0625m/z",0.95324,-0.069088
"505.64_894.6964m/z",0.95324,-0.069084
"346.75_809.5836m/z",1.049,0.069083
"253.32_416.3649m/z",1.049,0.069076
"517.51_632.601m/z",1.049,0.068986
"211.46_578.486m/z",1.049,0.068963
"366.02_763.5097m/z",0.95338,-0.068875
"365.79_819.6092m/z",1.0488,0.068792
"415.07_774.5438m/z",0.95349,-0.068713
"336.48_1388.1385m/z",0.9535,-0.068694
"55.98_894.6377m/z",0.95352,-0.068671
"430.7_833.6526m/z",0.95355,-0.068623
"634.54_981.7914m/z",1.0486,0.06851
"353.59_888.5678m/z",1.0486,0.068476
"293.93_270.2433m/z",0.95366,-0.068451
"346.52_1113.8589m/z",0.95371,-0.068377
"LPC(0:0/20:5)",0.95373,-0.068346
"100.36_259.6634m/z",0.95373,-0.068342
"426.36_769.6495m/z",1.0485,0.068335
"604.32_862.8335m/z",1.0485,0.068321
"354.05_552.4324m/z",1.0485,0.068308
"73.66_592.2638m/z",0.95379,-0.068261
"388.15_765.6045m/z",0.95383,-0.068195
"340.36_536.5039m/z",1.0484,0.068191
"440.96_423.8194m/z",0.95385,-0.068166
"354.28_777.5795m/z",1.0483,0.068055
"634.54_1002.8499m/z",0.95396,-0.068003
"302.6_684.5526m/z",0.95396,-0.067993
"628.38_974.8179m/z",0.95398,-0.067975
"378.8_719.5791m/z",1.0482,0.067964
"387.92_763.5962m/z",0.95403,-0.067901
"446.21_832.6613m/z",0.95407,-0.06784
"192.75_365.3204m/z",0.95416,-0.067694
"269.52_1178.7139m/z",0.95417,-0.067686
"632.26_900.8034m/z",1.048,0.067677
"417.58_762.6019m/z",0.95418,-0.067664
"436.4_695.5853m/z",0.95419,-0.067655
"420.32_821.6266m/z",0.9542,-0.067636
"329.4_778.5383m/z",1.048,0.067604
"387.92_761.5894m/z",0.95423,-0.067591
"357.7_759.2266m/z",0.95423,-0.067584
"603.63_841.7286m/z",1.0479,0.06755
"603.86_859.7594m/z",1.0479,0.067494
"383.82_793.6818m/z",0.9543,-0.067481
"546.13_692.5693m/z",0.95434,-0.067426
"175.07_431.3521m/z",1.0478,0.06741
"363.97_694.5514m/z",0.95435,-0.067408
"639.56_957.7906m/z",0.95436,-0.067388
"441.19_404.3207m/z",0.9544,-0.067328
"461.5_770.6625m/z",0.95442,-0.067297
"639.56_959.7967m/z",1.0477,0.067267
"398.19_788.9149m/z",1.0477,0.067188
"340.81_545.4287m/z",1.0476,0.067153
"133.55_574.3499m/z",0.95455,-0.067115
"121.35_540.3597m/z",0.95456,-0.067098
"84.16_1360.9528m/z",0.95456,-0.067097
"407.32_777.6105m/z",0.95459,-0.067049
"328.72_798.5576m/z",0.95462,-0.067
"302.6_463.3286m/z",0.95467,-0.066923
"478.84_805.6955m/z",1.0475,0.066896
"464.01_696.5979m/z",0.95469,-0.066895
"644.81_1122.6793m/z",0.95469,-0.066889
"357.7_760.4744m/z",0.9547,-0.066882
"357.7_761.0859m/z",1.0474,0.066877
"350.62_396.2735m/z",1.0474,0.066848
"299.18_816.5848m/z",1.0474,0.066807
"357.7_758.7804m/z",1.0474,0.066803
"394.31_772.5247m/z",0.9548,-0.066735
"466.97_788.673m/z",1.0473,0.066731
"377.43_765.561m/z",0.9548,-0.066728
"399.33_749.5906m/z",0.95484,-0.066667
"305.67_838.5589m/z",0.95485,-0.066657
"421.92_632.6345m/z",0.95489,-0.066597
"336.48_704.4912m/z",0.95493,-0.066528
"75.49_1114.7908m/z",0.95494,-0.066523
"91.91_381.2593m/z",0.95494,-0.066517
"329.18_377.2674m/z",1.0471,0.066438
"386.78_836.6111m/z",1.0471,0.066369
"479.52_841.71m/z",1.0471,0.066358
"451.46_797.6538m/z",1.047,0.066306
"SM(d16:1/20:0)",1.047,0.066266
"357.92_875.5144m/z",0.95511,-0.066261
"336.48_703.778m/z",0.95516,-0.06619
"387.92_1557.1979m/z",0.95516,-0.066178
"288.46_595.4828m/z",0.9552,-0.066125
"282.98_411.3595m/z",0.95522,-0.066092
"349.26_543.4156m/z",1.0468,0.066039
"215.79_278.2237m/z",0.9553,-0.065972
"632.03_1026.7206m/z",1.0468,0.065954
"229.94_410.3171m/z",0.95534,-0.065909
"429.1_730.5668m/z",1.0467,0.065904
"PC(O-18:0/20:3)",0.95537,-0.065867
"100.13_518.3242m/z",0.95539,-0.06584
"315.49_671.5492m/z",1.0467,0.065828
"529.37_844.7337m/z",1.0467,0.065804
"442.33_632.5997m/z",0.95543,-0.06578
"644.81_1017.691m/z",0.95548,-0.065703
"368.53_743.6069m/z",1.0466,0.065688
"53.93_617.4339m/z",0.95552,-0.065639
"216.25_547.4346m/z",0.95557,-0.065573
"613.78_893.7025m/z",0.95563,-0.065475
"387.92_760.5862m/z",0.95565,-0.065449
"418.27_647.6202m/z",0.95565,-0.065444
"492.41_857.7153m/z",1.0463,0.065295
"154.77_559.3973m/z",0.95575,-0.065293
"311.15_832.5699m/z",1.0463,0.065278
"614.0_873.6644m/z",0.95576,-0.065274
"100.13_517.3144m/z",0.95579,-0.06523
"541.46_634.6464m/z",1.0462,0.065222
"169.14_461.3256m/z",0.9558,-0.065214
"533.25_618.6176m/z",1.0462,0.065214
"603.86_863.7117m/z",1.0462,0.065186
"301.69_885.5415m/z",1.0462,0.065144
"398.65_904.5444m/z",0.95585,-0.065143
"588.57_752.554m/z",1.0461,0.065025
"302.6_683.5492m/z",0.95594,-0.065001
"294.62_689.5235m/z",0.95596,-0.064983
"59.41_529.381m/z",0.95596,-0.06498
"PI(18:1/22:6)_2",1.046,0.064874
"644.58_579.528m/z",1.046,0.064834
"647.32_927.749m/z",0.95607,-0.064816
"632.03_1025.7174m/z",1.0459,0.06471
"387.69_929.5483m/z",0.95617,-0.064657
"321.19_855.5741m/z",1.0458,0.064629
"PC(O-24:0/18:2)",0.95623,-0.064565
"326.67_887.5637m/z",0.95624,-0.064554
"500.62_572.5768m/z",1.0458,0.064539
"644.81_842.7692m/z",1.0457,0.06453
"593.13_915.691m/z",0.95633,-0.064412
"427.27_612.5442m/z",0.95635,-0.064394
"387.92_1521.9066m/z",1.0456,0.06439
"472.0_411.3271m/z",1.0456,0.064386
"399.79_1582.2175m/z",0.95638,-0.064349
"431.38_808.6403m/z",0.9564,-0.064314
